 Extracted on 12-Jul-2023 Mark Ohman lab SIO 
Station values of  copepoda_oithona_like  Day + Night Line 80 and Line 90 All Cruises
Cruise,Station,Line,"Cruise mid-date","Station date","Local time (PST)","Day or Night","Abundance (No. per m2)","Estimated C Biomass (mgC m-2)"
"200804JD","   80.00","   90.00","2008-03-29","2008-03-29",21:59,Night,76176.56,"   85.05"
"200804JD","   60.00","   90.00","2008-03-29","2008-03-30",12:21,Day,24794.87,   29.93
"200804JD","   70.00","   90.00","2008-03-29","2008-03-30","04:58",Day,97258.11,"  105.32"
"200804JD","   45.00","   90.00","2008-03-29","2008-03-31","00:01",Night,48972.88,   59.49
"200804JD","   37.00","   90.00","2008-03-29","2008-03-31","05:54",Day,"97330.81",  141.88
"200804JD","   35.00","   90.00","2008-03-29","2008-03-31","08:20",Day,"139012.05","  202.48"
"200804JD","   30.00","   90.00","2008-03-29","2008-03-31",14:27,Day,"77079.27","  104.27"
"200804JD","   28.00","   90.00","2008-03-29","2008-03-31",17:36,Day,"128064.68","  167.90"
"200808NH","  100.00","   90.00","2008-08-22","2008-08-18",13:38,Day,31889.91,   34.49
"200808NH","  110.00","   90.00","2008-08-22","2008-08-18","06:59",Day, 8697.57,"   13.10"
"200808NH","   90.00","   90.00","2008-08-22","2008-08-18",19:53,Night,"39025.18","   37.09"
"200808NH","  120.00","   90.00","2008-08-22","2008-08-18","00:06",Night,14547.13,   15.99
"200808NH","   80.00","   90.00","2008-08-22","2008-08-19","02:29",Night,"70194.83",   59.32
"200808NH","   70.00","   90.00","2008-08-22","2008-08-19","08:18",Day,18359.95,"   15.10"
"200808NH","   35.00","   90.00","2008-08-22","2008-08-20",21:26,Night,"146307.38","  160.53"
"200808NH","   30.00","   90.00","2008-08-22","2008-08-20","17:20",Day,"116082.77","  108.26"
"200808NH","   28.00","   90.00","2008-08-22","2008-08-20",12:53,Day,146498.81,  139.63
"200808NH","   37.00","   90.00","2008-08-22","2008-08-21","00:57",Night,94494.15,   99.87
"200808NH","   70.00","   80.00","2008-08-22","2008-08-27","01:47",Night,52459.19,"   60.90"
"200808NH","   90.00","   80.00","2008-08-22","2008-08-27","15:10",Day,"67203.67",   67.57
"200808NH","   80.00","   80.00","2008-08-22","2008-08-27","07:18",Day,114726.13,"  103.24"
"200810NH","  120.00","   90.00","2008-10-23","2008-10-17",18:24,Day,15423.66,"   28.10"
"200810NH","  110.00","   90.00","2008-10-23","2008-10-18","01:05",Night, 9596.98,   16.38
"200810NH","  100.00","   90.00","2008-10-23","2008-10-18","07:36",Day,"11054.72",   13.78
"200810NH","   80.00","   90.00","2008-10-23","2008-10-18",21:53,Night,"20884.79","   20.71"
"200810NH","   90.00","   90.00","2008-10-23","2008-10-18","15:08",Day,"15513.01",   14.88
"200810NH","   53.00","   90.00","2008-10-23","2008-10-19",15:47,Day,13796.74,"   14.04"
"200810NH","   60.00","   90.00","2008-10-23","2008-10-19","10:21",Day,13986.33,   15.49
"200810NH","   70.00","   90.00","2008-10-23","2008-10-19","04:05",Night,"11678.00",   12.26
"200810NH","   35.00","   90.00","2008-10-23","2008-10-20","04:21",Night,"38015.55",   41.51
"200810NH","   37.00","   90.00","2008-10-23","2008-10-20","01:25",Night,25839.22,   31.95
"200810NH","   28.00","   90.00","2008-10-23","2008-10-20",11:28,Day,"92926.40",   87.99
"200810NH","   30.00","   90.00","2008-10-23","2008-10-20","07:52",Day,94732.28,"   90.27"
"200810NH","   51.00","   80.00","2008-10-23","2008-10-26","00:03",Night,"88038.47","  120.53"
"200810NH","   55.00","   80.00","2008-10-23","2008-10-26","03:40",Night,117293.63,  142.95
"200810NH","   70.00","   80.00","2008-10-23","2008-10-26",15:53,Day,"182608.84","  192.09"
"200810NH","   60.00","   80.00","2008-10-23","2008-10-26","07:34",Day,119935.77,  138.22
"200810NH","   80.00","   80.00","2008-10-23","2008-10-26",22:16,Night,"150202.08",  169.51
"200810NH","   90.00","   80.00","2008-10-23","2008-10-27","04:21",Night,"14310.26",   16.39
"200810NH","  100.00","   80.00","2008-10-23","2008-10-27","10:54",Day,13544.68,   21.57
"200810NH","   45.00","   90.00","2008-10-23","2008-10-30","01:12",Night,27862.17,   26.86
"200901NH","  110.00","   90.00","2009-01-16","2009-01-11","08:19",Day, 4561.99,    7.77
"200901NH","   90.00","   90.00","2009-01-16","2009-01-11","22:05",Night,16664.35,"   21.40"
"200901NH","  100.00","   90.00","2009-01-16","2009-01-11",15:51,Day," 6098.40",    6.95
"200901NH","  120.00","   90.00","2009-01-16","2009-01-11","02:48",Night," 7904.87",   17.68
"200901NH","   80.00","   90.00","2009-01-16","2009-01-12","04:27",Night,21365.12,   26.63
"200901NH","   70.00","   90.00","2009-01-16","2009-01-12","10:54",Day,11233.41,"   20.11"
"200901NH","   60.00","   90.00","2009-01-16","2009-01-12",17:21,Day, 4153.41,    9.65
"200901NH","   53.00","   90.00","2009-01-16","2009-01-12",22:18,Night,"20414.52",   25.19
"200901NH","   35.00","   90.00","2009-01-16","2009-01-13",23:12,Night,"41507.74",   57.18
"200901NH","   37.00","   90.00","2009-01-16","2009-01-13","08:51",Day,19771.46,   25.93
"200901NH","   30.00","   90.00","2009-01-16","2009-01-13",18:54,Night,"24778.30",   38.97
"200901NH","   28.00","   90.00","2009-01-16","2009-01-13",16:18,Day,"33580.25",   42.74
"200901NH","   45.00","   90.00","2009-01-16","2009-01-13","03:47",Night," 8216.08",    9.27
"200901NH","   55.00","   80.00","2009-01-16","2009-01-19","20:38",Night,"97096.16","   90.15"
"200901NH","   51.00","   80.00","2009-01-16","2009-01-19","17:09",Day,"141806.81",  146.77
"200901NH","   60.00","   80.00","2009-01-16","2009-01-20","00:59",Night,"89075.91","   91.50"
"200901NH","   90.00","   80.00","2009-01-16","2009-01-20","20:59",Night,"17036.75",   14.53
"200901NH","   80.00","   80.00","2009-01-16","2009-01-20",14:59,Day,"52081.43",   43.33
"200901NH","   70.00","   80.00","2009-01-16","2009-01-20","07:49",Day,95862.39,"   78.90"
"200901NH","  100.00","   80.00","2009-01-16","2009-01-21","03:05",Night,17562.99,   15.22
"200903JD","  120.00","   90.00","2009-03-16","2009-03-11","05:17",Night, 7581.69,"   18.30"
"200903JD","  110.00","   90.00","2009-03-16","2009-03-11",11:59,Day, 5399.43,   14.92
