 Extracted on 12-Jul-2023 Mark Ohman lab SIO 
Station values of  pteropoda  Day + Night Line 80 and Line 90 All Cruises
Cruise,Station,Line,"Cruise mid-date","Station date","Local time (PST)","Day or Night","Abundance (No. per m2)","Estimated C Biomass (mgC m-2)"
"200801JD","  100.00","   90.00","2008-01-17","2008-01-11","18:50",Night," 1530.00",    4.47
"200801JD","   60.00","   90.00","2008-01-17","2008-01-12",23:14,Night,"    0.00","    0.00"
"200801JD","   90.00","   90.00","2008-01-17","2008-01-12","01:42",Night,  882.79,   23.22
"200801JD","   80.00","   90.00","2008-01-17","2008-01-12","07:36",Day,"   54.00",    4.68
"200801JD","   45.00","   90.00","2008-01-17","2008-01-13","10:36",Day,"  509.78","    0.30"
"200801JD","   37.00","   90.00","2008-01-17","2008-01-13",16:26,Day,  441.83,"    0.19"
"200801JD","   35.00","   90.00","2008-01-17","2008-01-13",19:24,Night,  774.24,"    0.74"
"200801JD","   53.00","   90.00","2008-01-17","2008-01-13","04:40",Night,"  790.59","    1.07"
"200801JD","   30.00","   90.00","2008-01-17","2008-01-14","00:24",Night,  831.24,"    0.56"
"200801JD","   28.00","   90.00","2008-01-17","2008-01-14","05:00",Night,  384.35,"    0.22"
"200801JD","   60.00","   80.00","2008-01-17","2008-01-19",12:35,Day,  133.27,"    0.09"
"200801JD","   55.00","   80.00","2008-01-17","2008-01-19","07:58",Day,  387.63,"    0.23"
"200801JD","   51.00","   80.00","2008-01-17","2008-01-19","04:24",Night, 1363.77,    1.18
"200801JD","   90.00","   80.00","2008-01-17","2008-01-23",15:19,Day, 1538.13,"   75.07"
"200801JD","  100.00","   80.00","2008-01-17","2008-01-23",21:51,Night, 1591.92,   13.46
"200801JD","   80.00","   80.00","2008-01-17","2008-01-23","05:54",Night, 2115.63,    8.23
"200801JD","   70.00","   80.00","2008-01-17","2008-01-23","00:24",Night,"  303.28",    1.13
"200804JD","  120.00","   90.00","2008-03-29","2008-03-28",16:58,Day, 1999.47,    6.87
"200804JD","  110.00","   90.00","2008-03-29","2008-03-29","00:08",Night," 2989.50",   29.29
"200804JD","   80.00","   90.00","2008-03-29","2008-03-29",21:59,Night," 9180.53",   18.94
"200804JD","   90.00","   90.00","2008-03-29","2008-03-29",14:47,Day," 8077.75",   21.14
"200804JD","  100.00","   90.00","2008-03-29","2008-03-29","05:52",Day,"17260.43","   18.00"
"200804JD","   70.00","   90.00","2008-03-29","2008-03-30","04:58",Day, 8798.98,   53.35
"200804JD","   60.00","   90.00","2008-03-29","2008-03-30",12:21,Day,  946.59,"    0.80"
"200804JD","   35.00","   90.00","2008-03-29","2008-03-31","08:20",Day, 2527.49,    7.57
"200804JD","   45.00","   90.00","2008-03-29","2008-03-31","00:01",Night,  727.95,"   10.61"
"200804JD","   37.00","   90.00","2008-03-29","2008-03-31","05:54",Day,  429.72,"    0.72"
"200804JD","   28.00","   90.00","2008-03-29","2008-03-31",17:36,Day, 8281.96,    7.88
"200804JD","   30.00","   90.00","2008-03-29","2008-03-31",14:27,Day," 2105.99",    4.28
"200808NH","  120.00","   90.00","2008-08-22","2008-08-18","00:06",Night," 1043.22","   10.05"
"200808NH","  110.00","   90.00","2008-08-22","2008-08-18","06:59",Day," 2980.63",   17.62
"200808NH","  100.00","   90.00","2008-08-22","2008-08-18",13:38,Day,  568.62,    3.77
"200808NH","   90.00","   90.00","2008-08-22","2008-08-18",19:53,Night," 1820.05",   37.79
"200808NH","   70.00","   90.00","2008-08-22","2008-08-19","08:18",Day, 2175.99,    6.78
"200808NH","   80.00","   90.00","2008-08-22","2008-08-19","02:29",Night," 9290.49","   34.20"
"200808NH","   35.00","   90.00","2008-08-22","2008-08-20",21:26,Night," 5092.98","   11.06"
"200808NH","   30.00","   90.00","2008-08-22","2008-08-20","17:20",Day," 5680.65",   56.85
"200808NH","   28.00","   90.00","2008-08-22","2008-08-20",12:53,Day,18149.14,   15.11
"200808NH","   37.00","   90.00","2008-08-22","2008-08-21","00:57",Night, 7219.42,   53.89
"200808NH","   80.00","   80.00","2008-08-22","2008-08-27","07:18",Day," 6450.27",   23.22
"200808NH","   90.00","   80.00","2008-08-22","2008-08-27","15:10",Day, 3259.76,   12.91
"200808NH","   70.00","   80.00","2008-08-22","2008-08-27","01:47",Night," 1149.03",   36.92
"200810NH","  120.00","   90.00","2008-10-23","2008-10-17",18:24,Day, 2587.16,   14.28
"200810NH","  110.00","   90.00","2008-10-23","2008-10-18","01:05",Night,"  807.54",    4.51
"200810NH","  100.00","   90.00","2008-10-23","2008-10-18","07:36",Day," 1515.07",    4.72
"200810NH","   80.00","   90.00","2008-10-23","2008-10-18",21:53,Night, 4677.82,   28.32
"200810NH","   90.00","   90.00","2008-10-23","2008-10-18","15:08",Day,"10185.08",   51.67
"200810NH","   53.00","   90.00","2008-10-23","2008-10-19",15:47,Day, 6262.22,   29.19
"200810NH","   60.00","   90.00","2008-10-23","2008-10-19","10:21",Day, 2698.82,   31.71
"200810NH","   70.00","   90.00","2008-10-23","2008-10-19","04:05",Night,  758.87,    2.47
"200810NH","   28.00","   90.00","2008-10-23","2008-10-20",11:28,Day, 4684.36,   14.13
"200810NH","   37.00","   90.00","2008-10-23","2008-10-20","01:25",Night,16891.97,  268.48
"200810NH","   35.00","   90.00","2008-10-23","2008-10-20","04:21",Night, 1812.68,    2.52
"200810NH","   30.00","   90.00","2008-10-23","2008-10-20","07:52",Day,"  691.05",    3.94
"200810NH","   51.00","   80.00","2008-10-23","2008-10-26","00:03",Night, 2579.58,    5.18
"200810NH","   55.00","   80.00","2008-10-23","2008-10-26","03:40",Night,  941.83,   26.59
"200810NH","   60.00","   80.00","2008-10-23","2008-10-26","07:34",Day, 2692.22,   33.82
"200810NH","   70.00","   80.00","2008-10-23","2008-10-26",15:53,Day," 3201.41","   31.60"
"200810NH","   80.00","   80.00","2008-10-23","2008-10-26",22:16,Night, 3324.39,   23.65
"200810NH","   90.00","   80.00","2008-10-23","2008-10-27","04:21",Night," 1338.60",    7.68
"200810NH","  100.00","   80.00","2008-10-23","2008-10-27","10:54",Day, 1231.33,    1.69
"200810NH","   45.00","   90.00","2008-10-23","2008-10-30","01:12",Night," 3590.83","  104.50"
"200901NH","   90.00","   90.00","2009-01-16","2009-01-11","22:05",Night,  387.54,"    1.08"
"200901NH","  100.00","   90.00","2009-01-16","2009-01-11",15:51,Day,  594.97,    2.79
"200901NH","  110.00","   90.00","2009-01-16","2009-01-11","08:19",Day,"  606.14","  660.85"
"200901NH","  120.00","   90.00","2009-01-16","2009-01-11","02:48",Night," 1087.44",    1.66
"200901NH","   53.00","   90.00","2009-01-16","2009-01-12",22:18,Night, 1783.79,    8.76
"200901NH","   60.00","   90.00","2009-01-16","2009-01-12",17:21,Day," 1027.88",    5.13
"200901NH","   70.00","   90.00","2009-01-16","2009-01-12","10:54",Day, 1747.42,    2.46
"200901NH","   80.00","   90.00","2009-01-16","2009-01-12","04:27",Night, 1447.64,"    2.70"
"200901NH","   45.00","   90.00","2009-01-16","2009-01-13","03:47",Night,"    0.00","    0.00"
"200901NH","   28.00","   90.00","2009-01-16","2009-01-13",16:18,Day,"  804.08","    0.52"
"200901NH","   37.00","   90.00","2009-01-16","2009-01-13","08:51",Day,  329.52,   17.64
"200901NH","   30.00","   90.00","2009-01-16","2009-01-13",18:54,Night,  666.51,"    0.51"
"200901NH","   35.00","   90.00","2009-01-16","2009-01-13",23:12,Night,  391.58,"    0.28"
"200901NH","   51.00","   80.00","2009-01-16","2009-01-19","17:09",Day,"  908.31","    0.84"
"200901NH","   55.00","   80.00","2009-01-16","2009-01-19","20:38",Night," 2356.70",    2.42
"200901NH","   80.00","   80.00","2009-01-16","2009-01-20",14:59,Day,"  901.63",    1.13
"200901NH","   70.00","   80.00","2009-01-16","2009-01-20","07:49",Day,  119.41,"    9.05"
"200901NH","   60.00","   80.00","2009-01-16","2009-01-20","00:59",Night," 1448.50",   59.41
"200901NH","   90.00","   80.00","2009-01-16","2009-01-20","20:59",Night,   56.79,    9.36
"200901NH","  100.00","   80.00","2009-01-16","2009-01-21","03:05",Night,"    0.00","    0.00"
"200903JD","  120.00","   90.00","2009-03-16","2009-03-11","05:17",Night, 4392.14,"   20.56"
"200903JD","  110.00","   90.00","2009-03-16","2009-03-11",11:59,Day," 2360.57","    6.30"
"200903JD","   90.00","   90.00","2009-03-16","2009-03-11","00:53",Night, 2459.82,"   72.70"
"200903JD","  100.00","   90.00","2009-03-16","2009-03-11",18:22,Day," 2550.33",   27.26
"200903JD","   80.00","   90.00","2009-03-16","2009-03-12","06:36",Day," 3028.07",   11.73
"200903JD","   60.00","   90.00","2009-03-16","2009-03-12","20:59",Night, 5233.82,   16.91
"200903JD","   70.00","   90.00","2009-03-16","2009-03-12",14:35,Day," 6609.88","   34.30"
"200903JD","   28.00","   90.00","2009-03-16","2009-03-13",21:11,Night, 2468.18,   68.71
"200903JD","   45.00","   90.00","2009-03-16","2009-03-13","06:53",Day, 1265.53,   15.32
"200903JD","   37.00","   90.00","2009-03-16","2009-03-13",13:45,Day," 1920.74",   13.17
"200903JD","   30.00","   90.00","2009-03-16","2009-03-13",23:53,Night," 3504.26","    8.02"
"200903JD","   53.00","   90.00","2009-03-16","2009-03-13","02:11",Night," 4037.99","    7.01"
"200903JD","   35.00","   90.00","2009-03-16","2009-03-14","03:56",Night, 2759.48,    1.97
