 Extracted on 12-Jul-2023 Mark Ohman lab SIO 
Station values of  copepoda_calanoida  Day + Night Line 80 and Line 90 All Cruises
Cruise,Station,Line,"Cruise mid-date","Station date","Local time (PST)","Day or Night","Abundance (No. per m2)","Estimated C Biomass (mgC m-2)"
"200711NH","   60.00","   90.00","2007-11-07","2007-11-08","05:56",Day,67535.74,"  301.24"
"200711NH","   53.00","   90.00","2007-11-07","2007-11-08","11:05",Day,167576.17,  327.86
"200711NH","   45.00","   90.00","2007-11-07","2007-11-08",16:49,Day,83321.55,"  191.05"
"200711NH","   37.00","   90.00","2007-11-07","2007-11-08",22:27,Night,176774.42,  441.21
"200711NH","   35.00","   90.00","2007-11-07","2007-11-09","01:35",Night,75438.68,  178.68
"200711NH","   30.00","   90.00","2007-11-07","2007-11-09","06:28",Day,251857.16,  522.22
"200711NH","   28.00","   90.00","2007-11-07","2007-11-09","08:54",Day,537324.92, 1458.58
"200801JD","  110.00","   90.00","2008-01-17","2008-01-11",11:59,Day,48842.83,  113.62
"200801JD","  120.00","   90.00","2008-01-17","2008-01-11","04:51",Night,"254215.03",  733.95
"200801JD","  100.00","   90.00","2008-01-17","2008-01-11","18:50",Night,"219650.32",  717.41
"200801JD","   60.00","   90.00","2008-01-17","2008-01-12",23:14,Night,"194671.01","  701.21"
"200801JD","   90.00","   90.00","2008-01-17","2008-01-12","01:42",Night,"309760.73", 1457.97
"200801JD","   80.00","   90.00","2008-01-17","2008-01-12","07:36",Day,276526.51,  622.36
"200801JD","   35.00","   90.00","2008-01-17","2008-01-13",19:24,Night,"282502.37",  795.32
"200801JD","   37.00","   90.00","2008-01-17","2008-01-13",16:26,Day,341796.21,  663.67
"200801JD","   45.00","   90.00","2008-01-17","2008-01-13","10:36",Day,"408537.80",  896.73
"200801JD","   53.00","   90.00","2008-01-17","2008-01-13","04:40",Night,191876.15,"  558.90"
"200801JD","   30.00","   90.00","2008-01-17","2008-01-14","00:24",Night,323559.45,"  871.40"
"200801JD","   28.00","   90.00","2008-01-17","2008-01-14","05:00",Night,114727.78,  382.51
"200801JD","   51.00","   80.00","2008-01-17","2008-01-19","04:24",Night,388296.79,  867.28
"200801JD","   55.00","   80.00","2008-01-17","2008-01-19","07:58",Day,422326.19," 1691.04"
"200801JD","   60.00","   80.00","2008-01-17","2008-01-19",12:35,Day,166228.63,"  475.90"
"200801JD","  100.00","   80.00","2008-01-17","2008-01-23",21:51,Night,"197397.80",  987.86
"200801JD","   90.00","   80.00","2008-01-17","2008-01-23",15:19,Day,"442493.08",  994.32
"200801JD","   80.00","   80.00","2008-01-17","2008-01-23","05:54",Night,"429067.25", 1362.96
"200801JD","   70.00","   80.00","2008-01-17","2008-01-23","00:24",Night,"307324.95",  899.73
"200804JD","  120.00","   90.00","2008-03-29","2008-03-28",16:58,Day,"127096.30",  473.85
"200804JD","  110.00","   90.00","2008-03-29","2008-03-29","00:08",Night,"76112.03",  331.69
"200804JD","  100.00","   90.00","2008-03-29","2008-03-29","05:52",Day,"278705.20",  651.97
"200804JD","   90.00","   90.00","2008-03-29","2008-03-29",14:47,Day,"223011.96",  612.64
"200804JD","   80.00","   90.00","2008-03-29","2008-03-29",21:59,Night,"320772.19"," 1403.70"
"200804JD","   60.00","   90.00","2008-03-29","2008-03-30",12:21,Day,238745.53,"  702.26"
"200804JD","   70.00","   90.00","2008-03-29","2008-03-30","04:58",Day,347149.27," 1180.78"
"200804JD","   45.00","   90.00","2008-03-29","2008-03-31","00:01",Night,"201574.29","  898.07"
"200804JD","   37.00","   90.00","2008-03-29","2008-03-31","05:54",Day,"548103.55", 1834.88
"200804JD","   35.00","   90.00","2008-03-29","2008-03-31","08:20",Day,698149.41, 1984.11
"200804JD","   30.00","   90.00","2008-03-29","2008-03-31",14:27,Day,"350858.10"," 2033.74"
"200804JD","   28.00","   90.00","2008-03-29","2008-03-31",17:36,Day,"409503.32", 1517.55
"200808NH","  100.00","   90.00","2008-08-22","2008-08-18",13:38,Day,"128602.12",  426.21
"200808NH","  110.00","   90.00","2008-08-22","2008-08-18","06:59",Day,"101341.33","  254.07"
"200808NH","   90.00","   90.00","2008-08-22","2008-08-18",19:53,Night,"227501.55",  846.56
"200808NH","  120.00","   90.00","2008-08-22","2008-08-18","00:06",Night,"72098.13",  441.55
"200808NH","   80.00","   90.00","2008-08-22","2008-08-19","02:29",Night,"284679.05","  710.95"
"200808NH","   70.00","   90.00","2008-08-22","2008-08-19","08:18",Day,"109105.68",  174.75
"200808NH","   35.00","   90.00","2008-08-22","2008-08-20",21:26,Night,535688.71, 1285.19
"200808NH","   30.00","   90.00","2008-08-22","2008-08-20","17:20",Day,296381.53,  575.69
"200808NH","   28.00","   90.00","2008-08-22","2008-08-20",12:53,Day,"750643.19"," 2067.38"
"200808NH","   37.00","   90.00","2008-08-22","2008-08-21","00:57",Night,"300809.04",  951.16
"200808NH","   70.00","   80.00","2008-08-22","2008-08-27","01:47",Night,"225023.94",  761.29
"200808NH","   90.00","   80.00","2008-08-22","2008-08-27","15:10",Day,"200873.32",  491.63
"200808NH","   80.00","   80.00","2008-08-22","2008-08-27","07:18",Day,"132105.90",  296.65
"200810NH","  120.00","   90.00","2008-10-23","2008-10-17",18:24,Day,122841.91,"  610.02"
"200810NH","  110.00","   90.00","2008-10-23","2008-10-18","01:05",Night,79139.85,"  452.06"
"200810NH","  100.00","   90.00","2008-10-23","2008-10-18","07:36",Day,77943.33,"  204.81"
"200810NH","   80.00","   90.00","2008-10-23","2008-10-18",21:53,Night,"134730.65",  757.21
"200810NH","   90.00","   90.00","2008-10-23","2008-10-18","15:08",Day,"208405.44",  482.35
"200810NH","   53.00","   90.00","2008-10-23","2008-10-19",15:47,Day,72969.54,"  278.08"
"200810NH","   60.00","   90.00","2008-10-23","2008-10-19","10:21",Day,"144236.03",  538.16
"200810NH","   70.00","   90.00","2008-10-23","2008-10-19","04:05",Night,"100844.94",  372.81
"200810NH","   35.00","   90.00","2008-10-23","2008-10-20","04:21",Night,359228.82, 1892.66
"200810NH","   37.00","   90.00","2008-10-23","2008-10-20","01:25",Night,"248039.37"," 1767.90"
"200810NH","   28.00","   90.00","2008-10-23","2008-10-20",11:28,Day,872363.15, 4132.14
"200810NH","   30.00","   90.00","2008-10-23","2008-10-20","07:52",Day,"190368.72","  402.10"
"200810NH","   51.00","   80.00","2008-10-23","2008-10-26","00:03",Night,355574.84," 1253.60"
"200810NH","   55.00","   80.00","2008-10-23","2008-10-26","03:40",Night,"310170.17", 1172.35
"200810NH","   70.00","   80.00","2008-10-23","2008-10-26",15:53,Day,"435058.32"," 1056.35"
"200810NH","   60.00","   80.00","2008-10-23","2008-10-26","07:34",Day,"308621.44",  886.14
"200810NH","   80.00","   80.00","2008-10-23","2008-10-26",22:16,Night,378678.49," 1880.34"
"200810NH","   90.00","   80.00","2008-10-23","2008-10-27","04:21",Night,"140238.19","  351.05"
"200810NH","  100.00","   80.00","2008-10-23","2008-10-27","10:54",Day,"125000.31","  303.63"
"200810NH","   45.00","   90.00","2008-10-23","2008-10-30","01:12",Night,237521.36, 2868.26
"200901NH","  110.00","   90.00","2009-01-16","2009-01-11","08:19",Day,54424.82,  123.95
"200901NH","   90.00","   90.00","2009-01-16","2009-01-11","22:05",Night,"199067.91","  690.44"
"200901NH","  100.00","   90.00","2009-01-16","2009-01-11",15:51,Day,"42011.20",   81.18
"200901NH","  120.00","   90.00","2009-01-16","2009-01-11","02:48",Night,"80972.65","  400.76"
"200901NH","   80.00","   90.00","2009-01-16","2009-01-12","04:27",Night,224533.41,"  634.05"
"200901NH","   70.00","   90.00","2009-01-16","2009-01-12","10:54",Day,"155520.31","  306.21"
"200901NH","   60.00","   90.00","2009-01-16","2009-01-12",17:21,Day,184983.63,  369.69
"200901NH","   53.00","   90.00","2009-01-16","2009-01-12",22:18,Night,"220239.01",  689.88
"200901NH","   35.00","   90.00","2009-01-16","2009-01-13",23:12,Night,256339.67,  564.95
"200901NH","   37.00","   90.00","2009-01-16","2009-01-13","08:51",Day,"207229.61",  338.58
"200901NH","   30.00","   90.00","2009-01-16","2009-01-13",18:54,Night,"243078.30","  707.67"
"200901NH","   28.00","   90.00","2009-01-16","2009-01-13",16:18,Day,143325.44,  219.34
"200901NH","   45.00","   90.00","2009-01-16","2009-01-13","03:47",Night,"232209.06",  734.49
"200901NH","   55.00","   80.00","2009-01-16","2009-01-19","20:38",Night,443531.49," 1280.76"
"200901NH","   51.00","   80.00","2009-01-16","2009-01-19","17:09",Day,892999.33," 2750.20"
"200901NH","   60.00","   80.00","2009-01-16","2009-01-20","00:59",Night,414492.87," 1382.03"
"200901NH","   90.00","   80.00","2009-01-16","2009-01-20","20:59",Night,"174513.09","  703.20"
"200901NH","   80.00","   80.00","2009-01-16","2009-01-20",14:59,Day,"180033.12",  265.62
"200901NH","   70.00","   80.00","2009-01-16","2009-01-20","07:49",Day,323968.44,  575.33
"200901NH","  100.00","   80.00","2009-01-16","2009-01-21","03:05",Night,247218.15,  741.74
"200903JD","  120.00","   90.00","2009-03-16","2009-03-11","05:17",Night,91539.24,  274.34
"200903JD","  110.00","   90.00","2009-03-16","2009-03-11",11:59,Day,"50736.17",  141.64
"200903JD","  100.00","   90.00","2009-03-16","2009-03-11",18:22,Day,178969.46,  423.53
"200903JD","   90.00","   90.00","2009-03-16","2009-03-11","00:53",Night,"233669.00","  738.90"
"200903JD","   70.00","   90.00","2009-03-16","2009-03-12",14:35,Day,211232.55,  454.84
"200903JD","   80.00","   90.00","2009-03-16","2009-03-12","06:36",Day,"262400.36","  610.66"
"200903JD","   60.00","   90.00","2009-03-16","2009-03-12","20:59",Night,158379.55,"  516.60"
"200903JD","   53.00","   90.00","2009-03-16","2009-03-13","02:11",Night,143658.89,  862.54
"200903JD","   37.00","   90.00","2009-03-16","2009-03-13",13:45,Day,271627.78,  455.95
"200903JD","   30.00","   90.00","2009-03-16","2009-03-13",23:53,Night,"280299.67"," 1095.33"
"200903JD","   28.00","   90.00","2009-03-16","2009-03-13",21:11,Night,928735.33," 4378.10"
"200903JD","   45.00","   90.00","2009-03-16","2009-03-13","06:53",Day,426755.25," 1009.35"
"200903JD","   35.00","   90.00","2009-03-16","2009-03-14","03:56",Night,186818.51,"  500.53"
