WaterAge,NPP
NaN,385.1
NaN,284.9
NaN,231.5
NaN,190.9
NaN,154.9
NaN,253.7
NaN,238.5
NaN,554.2
NaN,175.3
NaN,169.1
NaN,134.7
NaN,157.6
NaN,168.7
NaN,201.1
NaN,94.4
NaN,132.1
NaN,366.4
NaN,143.4
NaN,173.6
NaN,146
NaN,242.9
NaN,161.3
NaN,127.1
NaN,186.5
NaN,544
NaN,393.3
NaN,235.1
NaN,199.6
NaN,299.5
NaN,416.5
NaN,147.2
NaN,315
NaN,174.4
NaN,502.7
NaN,134.8
NaN,477.8
NaN,634.8
NaN,170.9
NaN,980.3
NaN,805.5
NaN,215.7
NaN,144.5
NaN,195.2
NaN,208.9
NaN,158.4
NaN,268.5
NaN,245.5
NaN,323.9
NaN,694.6
NaN,187
NaN,138.2
NaN,206.6
NaN,536.5
NaN,439.6
NaN,146.4
NaN,471.9
NaN,237.4
NaN,224.3
NaN,209.3
NaN,154.9
NaN,1806.6
NaN,1613
NaN,1117.1
NaN,974
NaN,415.1
NaN,317.9
NaN,1081.6
NaN,1056.7
NaN,1134
NaN,1301.1
NaN,1213.9
NaN,1021.7
NaN,1132.4
NaN,1673.7
NaN,317.5
NaN,1914.7
NaN,2195.7
NaN,772.1
NaN,631.6
NaN,57.2
NaN,394.6
NaN,356.8
NaN,444.3
NaN,638.1
NaN,328.8
NaN,713.3
NaN,473.4
NaN,346.4
NaN,320.4
NaN,788.8
NaN,217.2
NaN,254.8
NaN,295.4
NaN,834.1
NaN,164.8
NaN,242.4
NaN,932.1
NaN,159.2
NaN,434.7
NaN,823.9
NaN,204.9
NaN,163.8
NaN,185.9
NaN,350.4
NaN,330.9
NaN,1037
NaN,1359.5
NaN,950.2
NaN,163.8
NaN,263.3
NaN,668.9
NaN,573.6
NaN,716.4
NaN,164.1
NaN,118.3
NaN,98.4
NaN,267.3
NaN,656.4
NaN,274.8
NaN,63.5
NaN,196.1
NaN,161
NaN,1000.3
NaN,121.7
NaN,165.2
NaN,126
NaN,565.5
NaN,683.4
NaN,2032.6
NaN,142.3
NaN,144
NaN,1207.7
NaN,489.8
NaN,1741.5
NaN,201.4
NaN,107.3
NaN,1384.5
NaN,472.4
NaN,602.6
NaN,1526.5
NaN,858.5
NaN,586.7
NaN,1735.2
NaN,116.2
NaN,1232.2
NaN,5946.4
NaN,196.1
NaN,352.2
NaN,1955.1
NaN,674.2
NaN,174.8
NaN,579.3
NaN,176.6
NaN,544.9
NaN,532.7
NaN,343.3
NaN,417.1
NaN,755.9
NaN,109.4
NaN,158
NaN,131.4
NaN,140.2
NaN,65.9
NaN,115.1
NaN,97
NaN,517.1
NaN,107.6
NaN,64.7
NaN,83.7
NaN,200.1
NaN,194.4
NaN,96.2
NaN,109.5
NaN,298.4
NaN,430.8
NaN,588.8
NaN,569.6
NaN,266.4
NaN,320.4
NaN,419
NaN,103
NaN,297.7
NaN,457.3
NaN,496.2
NaN,519.9
NaN,383.4
NaN,211.5
NaN,622
NaN,447.2
NaN,254.5
NaN,1393.4
NaN,574
NaN,155.6
NaN,461.8
NaN,310.9
NaN,150.7
NaN,316.5
NaN,390.7
NaN,217.6
NaN,322.9
NaN,211.2
NaN,283
NaN,180.9
NaN,226.7
NaN,92.5
NaN,116.3
NaN,92.8
NaN,79.4
NaN,92.1
NaN,91.4
NaN,93.3
NaN,391.4
NaN,79.1
NaN,174.4
NaN,77.1
NaN,320.7
NaN,186.3
NaN,185.1
NaN,869.8
NaN,200.3
NaN,170.1
NaN,476.6
NaN,303.8
NaN,355.3
NaN,269.3
NaN,528.6
NaN,370
NaN,493.7
NaN,317.9
NaN,348.8
NaN,1391
NaN,182.2
NaN,179.3
NaN,218.3
NaN,150.8
NaN,79.5
NaN,100.7
NaN,207.2
NaN,203.5
NaN,151.4
NaN,108.4
NaN,106.5
NaN,182.5
NaN,342.8
NaN,121.4
NaN,138.9
NaN,174.9
NaN,173.5
NaN,277.8
NaN,178.1
NaN,462
NaN,201.4
NaN,101.4
NaN,90.7
NaN,598.1
NaN,441.1
NaN,339.5
NaN,540.4
NaN,233.3
NaN,460
NaN,380
NaN,752.8
NaN,81.6
NaN,64.5
NaN,91.8
NaN,366.8
NaN,433.6
NaN,365.6
NaN,434.3
NaN,980.8
NaN,1493.8
NaN,1823.6
NaN,599.5
NaN,2829.5
NaN,1734.5
NaN,2423.3
NaN,166.4
NaN,118.7
NaN,153
NaN,178.7
NaN,72.3
NaN,33.6
NaN,146.1
NaN,320.6
NaN,452.2
NaN,552.7
NaN,501.8
NaN,94.1
NaN,74.2
NaN,224.5
NaN,155.2
NaN,113
NaN,82.3
NaN,57.1
NaN,191.4
NaN,155
NaN,330.1
NaN,353.7
NaN,59
NaN,88.5
NaN,192.3
NaN,141
NaN,164.1
NaN,35.1
NaN,51.3
NaN,126.6
NaN,145.8
NaN,44.3
NaN,260.3
NaN,117.7
NaN,372
NaN,77.4
NaN,289.4
NaN,349.9
NaN,163.7
NaN,86.4
NaN,49.1
NaN,336.2
NaN,289
NaN,964.5
NaN,524
NaN,643.4
NaN,707
NaN,749.4
NaN,87.5
NaN,62.2
NaN,81
NaN,832
NaN,746
NaN,254.8
NaN,455.7
NaN,463.2
NaN,103.7
NaN,185.4
NaN,854.4
NaN,262.1
NaN,81
NaN,29.5
NaN,122.8
NaN,244.8
NaN,543.8
NaN,250.6
NaN,740.6
NaN,233.8
NaN,153.9
NaN,60.9
NaN,209.1
NaN,181.2
NaN,199.8
NaN,85.1
NaN,100.9
NaN,136.6
NaN,115.6
NaN,195.9
NaN,304.9
NaN,111.1
