plot,plot_2,loc,size,RO,BO,WO,CO
3 00,3_00,N10,3,0,0,0,0
3 00,3_00,E5,1,1,0,0,0
3 00,3_00,E5,2,0,0,0,0
3 00,3_00,E5,3,0,0,0,0
3 00,3_00,E10,1,0,0,0,0
3 00,3_00,E10,2,0,0,0,0
3 00,3_00,E10,3,0,0,0,0
3 00,3_00,S5,1,0,0,0,0
3 00,3_00,S5,2,0,0,0,0
3 00,3_00,S5,3,0,0,0,0
3 00,3_00,S10,1,0,0,0,0
3 00,3_00,S10,2,0,0,0,0
3 00,3_00,S10,3,0,0,0,0
3 00,3_00,W5,1,1,0,0,0
3 00,3_00,W5,2,0,0,0,0
3 00,3_00,W5,3,0,0,0,0
3 00,3_00,W10,1,1,0,0,0
3 00,3_00,W10,2,0,0,0,0
3 00,3_00,W10,3,0,0,0,0
3 04,3_04,N5,1,0,0,0,0
3 04,3_04,N5,2,0,0,0,0
3 04,3_04,N5,3,0,0,0,0
3 04,3_04,N10,1,0,1,0,0
3 04,3_04,N10,2,0,0,0,0
3 04,3_04,N10,3,0,0,0,0
3 04,3_04,E5,1,0,0,0,0
3 04,3_04,E5,2,0,0,0,0
3 04,3_04,E5,3,0,0,0,0
3 04,3_04,E10,1,0,1,0,0
3 04,3_04,E10,2,0,0,0,0
3 04,3_04,E10,3,0,0,0,0
3 04,3_04,S5,1,0,1,0,0
3 04,3_04,S5,2,0,0,0,0
3 04,3_04,S5,3,0,0,0,0
3 04,3_04,S10,1,0,0,0,0
3 04,3_04,S10,2,0,0,0,0
3 04,3_04,S10,3,0,0,0,0
3 04,3_04,W5,1,1,1,0,0
3 04,3_04,W5,2,0,0,0,0
3 04,3_04,W5,3,0,0,0,0
3 04,3_04,W10,1,1,0,0,0
3 04,3_04,W10,2,0,0,1,0
3 04,3_04,W10,3,0,0,0,0
3 14,3_14,N5,1,1,1,0,0
3 14,3_14,N5,2,0,0,0,0
3 14,3_14,N5,3,0,0,0,0
3 14,3_14,N10,1,1,0,0,0
3 14,3_14,N10,2,0,0,0,0
3 14,3_14,N10,3,0,0,0,0
3 14,3_14,E5,1,1,1,0,0
3 14,3_14,E5,2,0,0,0,0
3 14,3_14,E5,3,0,0,0,0
3 14,3_14,E10,1,1,0,0,0
3 14,3_14,E10,2,0,0,0,0
3 14,3_14,E10,3,0,0,0,0
3 14,3_14,S5,1,1,0,0,0
3 14,3_14,S5,2,0,0,0,0
3 14,3_14,S5,3,0,0,0,0
3 14,3_14,S10,1,1,0,0,0
3 14,3_14,S10,2,0,0,0,0
3 14,3_14,S10,3,0,0,0,0
3 14,3_14,W5,1,1,0,0,0
3 14,3_14,W5,2,0,0,0,0
3 14,3_14,W5,3,0,0,0,0
3 14,3_14,W10,1,1,0,0,0
3 14,3_14,W10,2,1,0,0,0
3 14,3_14,W10,3,0,0,0,0
3 15,3_15,N5,1,1,1,0,0
3 15,3_15,N5,2,0,0,0,0
3 15,3_15,N5,3,0,0,0,0
3 15,3_15,N10,1,1,0,1,0
3 15,3_15,N10,2,0,0,1,0
3 15,3_15,N10,3,0,0,0,0
3 15,3_15,E5,1,1,0,1,0
3 15,3_15,E5,2,0,0,1,0
3 15,3_15,E5,3,0,0,0,0
3 15,3_15,E10,1,1,0,0,0
3 15,3_15,E10,2,0,0,0,0
3 15,3_15,E10,3,0,0,0,0
3 15,3_15,S5,1,1,1,0,0
3 15,3_15,S5,2,0,0,0,0
3 15,3_15,S5,3,0,0,0,0
3 15,3_15,S10,1,1,0,0,0
3 15,3_15,S10,2,1,0,0,0
3 15,3_15,S10,3,0,0,0,0
3 15,3_15,W5,1,1,0,1,0
3 15,3_15,W5,2,1,0,1,0
3 15,3_15,W5,3,0,0,0,0
3 15,3_15,W10,1,1,0,0,0
3 15,3_15,W10,2,1,0,0,0
3 15,3_15,W10,3,0,0,0,0
3 16,3_16,N5,1,1,0,0,0
3 16,3_16,N5,2,1,0,0,0
3 16,3_16,N5,3,0,0,0,0
3 16,3_16,N10,1,1,0,0,0
3 16,3_16,N10,2,0,0,0,0
3 16,3_16,N10,3,0,0,0,0
3 16,3_16,E5,1,0,0,0,0
3 16,3_16,E5,2,0,0,0,0
3 16,3_16,E5,3,0,0,0,0
3 16,3_16,E10,1,1,0,0,0
3 16,3_16,E10,2,1,0,0,0
3 16,3_16,E10,3,0,0,0,0
3 16,3_16,S5,1,0,0,0,0
3 16,3_16,S5,2,0,0,0,0
3 16,3_16,S5,3,0,0,0,0
3 16,3_16,S10,1,0,0,0,0
3 16,3_16,S10,2,0,0,0,0
3 16,3_16,S10,3,0,0,0,0
3 16,3_16,W5,1,0,0,0,0
3 16,3_16,W5,2,0,0,0,0
3 16,3_16,W5,3,0,0,0,0
3 16,3_16,W10,1,1,0,1,0
3 16,3_16,W10,2,0,0,0,0
3 16,3_16,W10,3,0,0,1,0
3 17,3_17,N5,1,0,0,0,0
3 17,3_17,N5,2,0,0,0,0
3 17,3_17,N5,3,0,0,0,0
3 17,3_17,N10,1,0,1,0,0
3 17,3_17,N10,2,0,0,0,0
3 17,3_17,N10,3,0,0,0,0
3 17,3_17,E5,1,1,0,1,0
3 17,3_17,E5,2,0,0,0,0
3 17,3_17,E5,3,0,0,0,0
3 17,3_17,E10,1,1,0,1,0
3 17,3_17,E10,2,1,0,1,0
3 17,3_17,E10,3,0,0,0,0
3 17,3_17,S5,1,0,0,0,0
3 17,3_17,S5,2,0,0,0,0
3 17,3_17,S5,3,0,0,0,0
3 17,3_17,S10,1,0,1,0,0
3 17,3_17,S10,2,1,0,0,0
3 17,3_17,S10,3,0,0,0,0
3 17,3_17,W5,1,0,0,0,0
3 17,3_17,W5,2,1,0,0,0
3 17,3_17,W5,3,0,0,0,0
3 17,3_17,W10,1,0,0,0,0
3 17,3_17,W10,2,0,0,0,0
3 17,3_17,W10,3,0,0,0,0
3 19,3_19,N5,1,1,0,0,0
3 19,3_19,N5,2,1,0,0,0
3 19,3_19,N5,3,0,0,0,0
3 19,3_19,N10,1,1,0,0,0
3 19,3_19,N10,2,1,0,0,0
3 19,3_19,N10,3,0,0,0,0
3 19,3_19,E5,1,1,0,0,0
3 19,3_19,E5,2,1,0,1,0
3 19,3_19,E5,3,0,0,0,0
3 19,3_19,E10,1,0,0,0,0
3 19,3_19,E10,2,1,0,0,0
3 19,3_19,E10,3,0,0,0,0
3 19,3_19,S5,1,0,1,0,0
3 19,3_19,S5,2,1,0,0,0
3 19,3_19,S5,3,0,0,0,0
3 19,3_19,S10,1,0,1,0,0
3 19,3_19,S10,2,0,1,0,0
3 19,3_19,S10,3,0,0,0,0
3 19,3_19,W5,1,1,1,0,0
3 19,3_19,W5,2,0,1,0,0
3 19,3_19,W5,3,0,0,0,0
3 19,3_19,W10,1,1,1,0,0
3 19,3_19,W10,2,1,1,0,0
3 19,3_19,W10,3,0,0,0,0
3 20,3_20,N5,1,0,0,0,0
3 20,3_20,N5,2,1,1,0,0
3 20,3_20,N5,3,0,0,0,0
3 20,3_20,N10,1,1,1,0,0
3 20,3_20,N10,2,1,0,0,0
3 20,3_20,N10,3,0,0,0,0
3 20,3_20,E5,1,1,0,0,0
3 20,3_20,E5,2,1,0,0,0
3 20,3_20,E5,3,0,0,0,0
3 20,3_20,E10,1,0,1,0,0
3 20,3_20,E10,2,1,0,0,0
3 20,3_20,E10,3,0,0,0,0
3 20,3_20,S5,1,1,1,0,0
3 20,3_20,S5,2,1,0,0,0
3 20,3_20,S5,3,0,0,0,0
3 20,3_20,S10,1,1,1,0,0
3 20,3_20,S10,2,0,0,0,0
3 20,3_20,S10,3,0,0,0,0
3 20,3_20,W5,1,1,0,0,0
3 20,3_20,W5,2,1,0,0,0
3 20,3_20,W5,3,0,0,0,0
3 20,3_20,W10,1,1,0,0,0
3 20,3_20,W10,2,0,1,0,0
3 20,3_20,W10,3,0,0,0,0
3 21,3_21,N5,1,0,0,1,0
3 21,3_21,N5,2,0,0,0,0
3 21,3_21,N5,3,0,0,0,0
3 21,3_21,N10,1,1,0,1,0
3 21,3_21,N10,2,0,0,0,0
3 21,3_21,N10,3,0,0,0,0
3 21,3_21,E5,1,1,0,1,0
3 21,3_21,E5,2,0,0,0,0
3 21,3_21,E5,3,0,0,0,0
3 21,3_21,E10,1,1,0,0,0
3 21,3_21,E10,2,0,0,0,0
3 21,3_21,E10,3,0,0,0,0
3 21,3_21,S5,1,1,0,0,0
3 21,3_21,S5,2,0,0,0,0
3 21,3_21,S5,3,0,0,0,0
3 21,3_21,S10,1,1,0,0,0
3 21,3_21,S10,2,0,0,0,0
3 21,3_21,S10,3,0,0,0,0
3 21,3_21,W5,1,0,0,0,0
3 21,3_21,W5,2,0,0,0,0
3 21,3_21,W5,3,0,0,0,0
3 21,3_21,W10,1,0,0,0,0
3 21,3_21,W10,2,0,0,0,0
3 21,3_21,W10,3,0,0,0,0
3 22,3_22,N5,1,1,0,0,0
3 22,3_22,N5,2,1,0,0,0
3 22,3_22,N5,3,0,0,0,0
3 22,3_22,N10,1,1,0,0,0
3 22,3_22,N10,2,0,0,0,0
3 22,3_22,N10,3,0,0,0,0
3 22,3_22,E5,1,0,0,0,0
3 22,3_22,E5,2,0,0,0,0
3 22,3_22,E5,3,0,0,0,0
3 22,3_22,E10,1,0,0,0,0
3 22,3_22,E10,2,1,0,0,0
3 22,3_22,E10,3,0,0,0,0
3 22,3_22,S5,1,1,0,0,0
3 22,3_22,S5,2,1,0,0,0
3 22,3_22,S5,3,0,0,0,0
3 22,3_22,S10,1,0,0,0,0
3 22,3_22,S10,2,0,0,0,0
3 22,3_22,S10,3,0,0,0,0
3 22,3_22,W5,1,1,0,0,0
3 22,3_22,W5,2,1,0,1,0
3 22,3_22,W5,3,0,0,0,0
3 22,3_22,W10,1,1,0,0,0
3 22,3_22,W10,2,0,0,0,0
3 22,3_22,W10,3,0,0,0,0
3 25,3_25,N5,1,0,0,1,0
3 25,3_25,N5,2,0,0,0,0
3 25,3_25,N5,3,0,0,0,0
3 25,3_25,N10,1,1,0,1,0
3 25,3_25,N10,2,0,0,0,0
3 25,3_25,N10,3,0,0,0,0
3 25,3_25,E5,1,1,1,0,0
3 25,3_25,E5,2,0,0,0,0
3 25,3_25,E5,3,0,0,0,0
3 25,3_25,E10,1,1,0,0,0
3 25,3_25,E10,2,0,0,0,0
3 25,3_25,E10,3,0,0,0,0
3 25,3_25,S5,1,1,0,0,0
3 25,3_25,S5,2,0,0,0,0
3 25,3_25,S5,3,0,0,0,0
3 25,3_25,S10,1,1,0,0,0
3 25,3_25,S10,2,0,0,0,0
3 25,3_25,S10,3,0,0,0,0
3 25,3_25,W5,1,1,0,0,0
3 25,3_25,W5,2,0,0,0,0
3 25,3_25,W5,3,0,0,0,0
3 25,3_25,W10,1,0,0,0,0
3 25,3_25,W10,2,0,0,0,0
3 25,3_25,W10,3,0,0,0,0
3 27,3_27,N5,1,1,0,0,0
3 27,3_27,N5,2,0,0,0,0
3 27,3_27,N5,3,0,0,0,0
3 27,3_27,N10,1,1,0,0,0
3 27,3_27,N10,2,0,0,0,0
3 27,3_27,N10,3,0,0,0,0
3 27,3_27,E5,1,1,1,0,0
3 27,3_27,E5,2,0,0,0,0
3 27,3_27,E5,3,0,0,0,0
3 27,3_27,E10,1,0,0,0,0
3 27,3_27,E10,2,0,0,0,0
3 27,3_27,E10,3,0,0,0,0
3 27,3_27,S5,1,1,0,0,0
3 27,3_27,S5,2,0,0,0,0
3 27,3_27,S5,3,0,0,0,0
3 27,3_27,S10,1,0,0,0,0
3 27,3_27,S10,2,0,0,0,0
3 27,3_27,S10,3,0,0,0,0
3 27,3_27,W5,1,1,0,0,0
3 27,3_27,W5,2,0,0,0,0
3 27,3_27,W5,3,0,0,0,0
3 27,3_27,W10,1,1,0,1,0
3 27,3_27,W10,2,0,0,0,0
3 27,3_27,W10,3,0,0,0,0
3 28,3_28,N5,1,0,0,0,0
3 28,3_28,N5,2,0,0,0,0
3 28,3_28,N5,3,0,0,0,0
3 28,3_28,N10,1,1,1,0,0
3 28,3_28,N10,2,0,0,0,0
3 28,3_28,N10,3,0,0,0,0
3 28,3_28,E5,1,0,0,0,0
3 28,3_28,E5,2,0,0,0,0
3 28,3_28,E5,3,0,0,0,0
3 28,3_28,E10,1,0,0,0,0
3 28,3_28,E10,2,0,0,0,0
3 28,3_28,E10,3,0,0,0,0
3 28,3_28,S5,1,1,1,0,0
3 28,3_28,S5,2,0,0,0,0
3 28,3_28,S5,3,0,0,0,0
3 28,3_28,S10,1,0,1,0,0
3 28,3_28,S10,2,0,0,0,0
3 28,3_28,S10,3,0,0,0,0
3 28,3_28,W5,1,0,0,0,0
3 28,3_28,W5,2,0,0,0,0
3 28,3_28,W5,3,0,1,0,0
3 28,3_28,W10,1,0,0,0,0
3 28,3_28,W10,2,0,0,0,0
3 28,3_28,W10,3,0,0,0,0
3 29,3_29,N5,1,1,1,0,0
3 29,3_29,N5,2,0,0,0,0
3 29,3_29,N5,3,0,0,0,0
3 29,3_29,N10,1,1,1,0,0
3 29,3_29,N10,2,0,1,0,0
3 29,3_29,N10,3,0,0,0,0
3 29,3_29,E5,1,1,1,0,0
3 29,3_29,E5,2,0,0,0,0
3 29,3_29,E5,3,0,0,0,0
3 29,3_29,E10,1,1,1,0,0
3 29,3_29,E10,2,1,0,0,0
3 29,3_29,E10,3,0,0,0,0
3 29,3_29,S5,1,1,1,0,0
3 29,3_29,S5,2,0,0,0,0
3 29,3_29,S5,3,0,0,0,0
3 29,3_29,S10,1,1,1,0,0
3 29,3_29,S10,2,1,0,0,0
3 29,3_29,S10,3,0,0,0,0
3 29,3_29,W5,1,1,0,0,0
3 29,3_29,W5,2,0,0,0,0
3 29,3_29,W5,3,0,0,0,0
3 29,3_29,W10,1,1,1,0,0
3 29,3_29,W10,2,0,0,0,0
3 29,3_29,W10,3,0,0,0,0
3 30,3_30,N5,1,1,0,0,0
3 30,3_30,N5,2,0,0,0,0
3 30,3_30,N5,3,0,0,0,0
3 30,3_30,N10,1,1,0,0,0
3 30,3_30,N10,2,0,0,0,0
3 30,3_30,N10,3,0,0,0,0
3 30,3_30,E5,1,0,0,0,0
3 30,3_30,E5,2,0,0,0,0
3 30,3_30,E5,3,0,0,0,0
3 30,3_30,E10,1,1,0,0,0
3 30,3_30,E10,2,1,0,0,0
3 30,3_30,E10,3,0,0,0,0
3 30,3_30,S5,1,1,0,0,0
3 30,3_30,S5,2,0,0,0,0
3 30,3_30,S5,3,0,0,0,0
3 30,3_30,S10,1,1,0,0,0
3 30,3_30,S10,2,0,0,0,0
3 30,3_30,S10,3,0,0,0,0
3 30,3_30,W5,1,0,0,0,0
3 30,3_30,W5,2,0,0,0,0
3 30,3_30,W5,3,0,0,0,0
3 30,3_30,W10,1,1,0,0,0
3 30,3_30,W10,2,0,0,0,0
3 30,3_30,W10,3,0,0,0,0
3 32,3_32,N5,1,0,0,0,0
3 32,3_32,N5,2,0,0,0,0
3 32,3_32,N5,3,0,0,0,0
3 32,3_32,N10,1,0,0,0,0
3 32,3_32,N10,2,0,0,0,0
3 32,3_32,N10,3,0,0,0,0
3 32,3_32,E5,1,0,0,0,0
3 32,3_32,E5,2,0,0,0,0
3 32,3_32,E5,3,0,0,0,0
3 32,3_32,E10,1,0,0,0,0
3 32,3_32,E10,2,0,0,0,0
3 32,3_32,E10,3,0,0,0,0
3 32,3_32,S5,1,0,0,0,0
3 32,3_32,S5,2,0,0,0,0
3 32,3_32,S5,3,0,0,0,0
3 32,3_32,S10,1,0,0,0,0
3 32,3_32,S10,2,0,0,0,0
3 32,3_32,S10,3,0,0,0,0
3 32,3_32,W5,1,0,0,0,0
3 32,3_32,W5,2,0,0,0,0
3 32,3_32,W5,3,0,0,0,0
3 32,3_32,W10,1,1,0,0,0
3 32,3_32,W10,2,0,0,0,0
3 32,3_32,W10,3,0,0,0,0
3 35,3_35,N5,1,0,1,0,0
3 35,3_35,N5,2,0,0,0,0
3 35,3_35,N5,3,0,0,0,0
3 35,3_35,N10,1,0,0,0,0
3 35,3_35,N10,2,0,0,0,0
3 35,3_35,N10,3,0,0,0,0
3 35,3_35,E5,1,0,1,0,0
3 35,3_35,E5,2,0,0,0,0
3 35,3_35,E5,3,0,0,0,0
3 35,3_35,E10,1,0,1,0,0
3 35,3_35,E10,2,0,0,0,0
3 35,3_35,E10,3,0,0,0,0
3 35,3_35,S5,1,0,0,0,0
3 35,3_35,S5,2,0,0,0,0
3 35,3_35,S5,3,0,0,0,0
3 35,3_35,S10,1,0,0,0,0
3 35,3_35,S10,2,0,0,0,0
3 35,3_35,S10,3,0,0,0,0
3 35,3_35,W5,1,0,1,0,0
3 35,3_35,W5,2,0,0,0,0
3 35,3_35,W5,3,0,0,0,0
3 35,3_35,W10,1,1,1,0,0
3 35,3_35,W10,2,0,0,0,0
3 35,3_35,W10,3,0,0,0,0
3 39,3_39,N5,1,0,0,0,0
3 39,3_39,N5,2,0,0,1,0
3 39,3_39,N5,3,0,0,0,0
3 39,3_39,N10,1,0,0,0,0
3 39,3_39,N10,2,0,0,0,0
3 39,3_39,N10,3,0,0,0,0
3 39,3_39,E5,1,0,0,0,0
3 39,3_39,E5,2,1,0,0,0
3 39,3_39,E5,3,0,0,0,0
3 39,3_39,E10,1,0,0,0,0
3 39,3_39,E10,2,0,1,0,0
3 39,3_39,E10,3,0,0,0,0
3 39,3_39,S5,1,0,0,0,0
3 39,3_39,S5,2,1,0,0,0
3 39,3_39,S5,3,0,0,0,0
3 39,3_39,S10,1,0,0,0,0
3 39,3_39,S10,2,1,0,0,0
3 39,3_39,S10,3,0,0,0,0
3 39,3_39,W5,1,0,0,0,0
3 39,3_39,W5,2,0,0,0,0
3 39,3_39,W5,3,0,0,0,0
3 39,3_39,W10,1,0,0,0,0
3 39,3_39,W10,2,0,0,0,0
3 39,3_39,W10,3,0,0,0,0
3 49,3_49,N5,1,1,0,0,0
3 49,3_49,N5,2,0,0,0,0
3 49,3_49,N5,3,0,0,0,0
3 49,3_49,N10,1,0,0,0,0
3 49,3_49,N10,2,0,0,0,0
3 49,3_49,N10,3,0,0,0,0
3 49,3_49,E5,1,1,1,0,0
3 49,3_49,E5,2,0,0,0,0
3 49,3_49,E5,3,0,0,0,0
3 49,3_49,E10,1,1,0,0,0
3 49,3_49,E10,2,0,0,0,0
3 49,3_49,E10,3,0,0,0,0
3 49,3_49,S5,1,0,0,0,0
3 49,3_49,S5,2,0,0,0,0
3 49,3_49,S5,3,0,0,0,0
3 49,3_49,S10,1,0,0,0,0
3 49,3_49,S10,2,1,0,0,0
3 49,3_49,S10,3,0,0,0,0
3 49,3_49,W5,1,1,0,0,0
3 49,3_49,W5,2,0,0,0,0
3 49,3_49,W5,3,0,0,0,0
3 49,3_49,W10,1,0,0,0,0
3 49,3_49,W10,2,0,0,0,0
3 49,3_49,W10,3,0,0,0,0
3 54,3_54,N5,1,1,0,1,0
3 54,3_54,N5,2,0,0,1,0
3 54,3_54,N5,3,0,0,0,0
3 54,3_54,N10,1,1,0,1,0
3 54,3_54,N10,2,0,0,1,0
3 54,3_54,N10,3,0,0,0,0
3 54,3_54,E5,1,1,1,1,0
3 54,3_54,E5,2,0,0,0,0
3 54,3_54,E5,3,0,0,0,0
3 54,3_54,E10,1,1,0,1,0
3 54,3_54,E10,2,0,0,0,0
3 54,3_54,E10,3,0,0,0,0
3 54,3_54,S5,1,0,0,1,0
3 54,3_54,S5,2,0,0,0,0
3 54,3_54,S5,3,0,0,0,0
3 54,3_54,S10,1,1,0,1,0
3 54,3_54,S10,2,0,0,0,0
3 54,3_54,S10,3,0,0,0,0
3 54,3_54,W5,1,0,0,1,0
3 54,3_54,W5,2,0,0,0,0
3 54,3_54,W5,3,0,0,0,0
3 54,3_54,W10,1,1,1,1,0
3 54,3_54,W10,2,0,0,0,0
3 54,3_54,W10,3,0,0,0,0
3 55,3_55,N5,1,0,1,0,0
3 55,3_55,N5,2,0,0,0,0
3 55,3_55,N5,3,0,0,0,0
3 55,3_55,N10,1,1,1,0,0
3 55,3_55,N10,2,0,0,0,0
3 55,3_55,N10,3,0,0,0,0
3 55,3_55,E5,1,1,0,1,0
3 55,3_55,E5,2,1,0,1,0
3 55,3_55,E5,3,0,0,0,0
3 55,3_55,E10,1,1,1,0,0
3 55,3_55,E10,2,0,0,0,0
3 55,3_55,E10,3,0,0,0,0
3 55,3_55,S5,1,1,1,0,0
3 55,3_55,S5,2,0,0,0,0
3 55,3_55,S5,3,0,0,0,0
3 55,3_55,S10,1,1,0,1,0
3 55,3_55,S10,2,0,0,1,0
3 55,3_55,S10,3,0,0,0,0
3 55,3_55,W5,1,1,0,0,0
3 55,3_55,W5,2,1,0,0,0
3 55,3_55,W5,3,0,0,0,0
3 55,3_55,W10,1,1,1,0,0
3 55,3_55,W10,2,1,0,0,0
3 55,3_55,W10,3,0,0,0,0
3 60,3_60,N5,1,0,0,0,0
3 60,3_60,N5,2,0,0,0,0
3 60,3_60,N5,3,0,0,0,0
3 60,3_60,N10,1,0,0,0,0
3 60,3_60,N10,2,0,0,0,0
3 60,3_60,N10,3,0,0,0,0
3 60,3_60,E5,1,0,0,0,0
3 60,3_60,E5,2,0,0,0,0
3 60,3_60,E5,3,0,0,0,0
3 60,3_60,E10,1,0,0,0,0
3 60,3_60,E10,2,0,0,0,0
3 60,3_60,E10,3,0,0,0,0
3 60,3_60,S5,1,0,0,0,0
3 60,3_60,S5,2,0,0,0,0
3 60,3_60,S5,3,0,0,0,0
3 60,3_60,S10,1,0,0,0,0
3 60,3_60,S10,2,0,0,0,0
3 60,3_60,S10,3,0,0,0,0
3 60,3_60,W5,1,0,0,0,0
3 60,3_60,W5,2,0,0,0,0
3 60,3_60,W5,3,0,0,0,0
3 60,3_60,W10,1,0,0,0,0
3 60,3_60,W10,2,0,0,0,0
3 60,3_60,W10,3,0,0,0,0
3 62,3_62,N5,1,1,1,0,0
3 62,3_62,N5,2,0,0,0,0
3 62,3_62,N5,3,0,0,0,0
3 62,3_62,N10,1,0,1,0,0
3 62,3_62,N10,2,1,0,0,0
3 62,3_62,N10,3,0,0,0,0
3 62,3_62,E5,1,1,1,0,0
3 62,3_62,E5,2,1,0,0,0
3 62,3_62,E5,3,0,0,0,0
3 62,3_62,E10,1,0,1,0,0
3 62,3_62,E10,2,0,0,0,0
3 62,3_62,E10,3,0,0,0,0
3 62,3_62,S5,1,0,0,0,0
3 62,3_62,S5,2,0,1,0,0
3 62,3_62,S5,3,0,0,0,0
3 62,3_62,S10,1,1,0,0,0
3 62,3_62,S10,2,0,0,0,0
3 62,3_62,S10,3,0,0,0,0
3 62,3_62,W5,1,1,0,0,0
3 62,3_62,W5,2,1,1,0,0
3 62,3_62,W5,3,0,0,0,0
3 62,3_62,W10,1,1,0,0,0
3 62,3_62,W10,2,0,0,0,0
3 62,3_62,W10,3,0,0,0,0
3 63,3_63,N5,1,1,0,1,0
3 63,3_63,N5,2,0,0,0,0
3 63,3_63,N5,3,0,0,0,0
3 63,3_63,N10,1,1,0,0,0
3 63,3_63,N10,2,0,0,0,0
3 63,3_63,N10,3,0,0,0,0
3 63,3_63,E5,1,1,0,0,0
3 63,3_63,E5,2,0,0,0,0
3 63,3_63,E5,3,0,0,0,0
3 63,3_63,E10,1,1,0,0,0
3 63,3_63,E10,2,0,0,0,0
3 63,3_63,E10,3,0,0,0,0
3 63,3_63,S5,1,0,0,0,0
3 63,3_63,S5,2,0,0,0,0
3 63,3_63,S5,3,0,0,0,0
3 63,3_63,S10,1,1,0,0,0
3 63,3_63,S10,2,0,0,0,0
3 63,3_63,S10,3,0,0,0,0
3 63,3_63,W5,1,0,0,0,0
3 63,3_63,W5,2,0,0,0,0
3 63,3_63,W5,3,0,0,0,0
3 63,3_63,W10,1,0,0,0,0
3 63,3_63,W10,2,0,0,0,0
3 63,3_63,W10,3,0,0,0,0
3 71,3_71,N5,1,1,0,0,0
3 71,3_71,N5,2,0,0,0,0
3 71,3_71,N5,3,0,0,0,0
3 71,3_71,N10,1,1,0,0,0
3 71,3_71,N10,2,0,0,0,0
3 71,3_71,N10,3,0,0,0,0
3 71,3_71,E5,1,1,1,0,0
3 71,3_71,E5,2,0,0,0,0
3 71,3_71,E5,3,0,0,0,0
3 71,3_71,E10,1,1,0,0,0
3 71,3_71,E10,2,1,0,0,0
3 71,3_71,E10,3,0,0,0,0
3 71,3_71,S5,1,1,0,0,0
3 71,3_71,S5,2,0,0,0,0
3 71,3_71,S5,3,0,0,0,0
3 71,3_71,S10,1,1,0,0,0
3 71,3_71,S10,2,1,0,0,0
3 71,3_71,S10,3,0,0,0,0
3 71,3_71,W5,1,1,0,0,0
3 71,3_71,W5,2,0,0,0,0
3 71,3_71,W5,3,0,0,0,0
3 71,3_71,W10,1,1,0,0,0
3 71,3_71,W10,2,1,0,0,0
3 71,3_71,W10,3,0,0,0,0
3 73,3_73,N5,1,1,0,0,0
3 73,3_73,N5,2,0,0,0,0
3 73,3_73,N5,3,0,0,0,0
3 73,3_73,N10,1,1,0,0,0
3 73,3_73,N10,2,0,0,0,0
3 73,3_73,N10,3,0,0,0,0
3 73,3_73,E5,1,1,0,0,0
3 73,3_73,E5,2,0,0,0,0
3 73,3_73,E5,3,0,0,0,0
3 73,3_73,E10,1,1,0,0,0
3 73,3_73,E10,2,0,0,0,0
3 73,3_73,E10,3,0,0,0,0
3 73,3_73,S5,1,1,0,0,0
3 73,3_73,S5,2,0,0,0,0
3 73,3_73,S5,3,0,0,0,0
3 73,3_73,S10,1,1,1,0,0
3 73,3_73,S10,2,0,0,0,0
3 73,3_73,S10,3,0,0,0,0
3 73,3_73,W5,1,1,0,0,0
3 73,3_73,W5,2,0,0,0,0
3 73,3_73,W5,3,0,0,0,0
3 73,3_73,W10,1,0,0,0,0
3 73,3_73,W10,2,0,0,0,0
3 73,3_73,W10,3,0,0,0,0
3 74,3_74,N5,1,0,0,0,0
3 74,3_74,N5,2,0,0,0,0
3 74,3_74,N5,3,0,0,0,0
3 74,3_74,N10,1,1,0,1,0
3 74,3_74,N10,2,0,0,0,0
3 74,3_74,N10,3,0,0,0,0
3 74,3_74,E5,1,1,0,0,0
3 74,3_74,E5,2,0,0,0,0
3 74,3_74,E5,3,0,0,0,0
3 74,3_74,E10,1,1,0,0,0
3 74,3_74,E10,2,0,0,0,0
3 74,3_74,E10,3,0,0,0,0
3 74,3_74,S5,1,1,0,0,0
3 74,3_74,S5,2,0,0,0,0
3 74,3_74,S5,3,0,0,0,0
3 74,3_74,S10,1,1,0,0,0
3 74,3_74,S10,2,0,0,0,0
3 74,3_74,S10,3,0,0,0,0
3 74,3_74,W5,1,1,0,0,0
3 74,3_74,W5,2,1,0,0,0
3 74,3_74,W5,3,0,0,0,0
3 74,3_74,W10,1,1,0,0,0
3 74,3_74,W10,2,0,0,0,0
3 74,3_74,W10,3,0,0,0,0
3 75,3_75,N5,1,1,0,0,0
3 75,3_75,N5,2,0,0,0,0
3 75,3_75,N5,3,0,0,0,0
3 75,3_75,N10,1,1,0,1,0
3 75,3_75,N10,2,0,0,0,0
3 75,3_75,N10,3,0,0,0,0
3 75,3_75,E5,1,0,0,0,0
3 75,3_75,E5,2,0,0,0,0
3 75,3_75,E5,3,0,0,0,0
3 75,3_75,E10,1,1,0,0,0
3 75,3_75,E10,2,1,0,0,0
3 75,3_75,E10,3,0,0,0,0
3 75,3_75,S5,1,0,0,0,0
3 75,3_75,S5,2,0,0,0,0
3 75,3_75,S5,3,0,0,0,0
3 75,3_75,S10,1,1,0,0,0
3 75,3_75,S10,2,1,0,0,0
3 75,3_75,S10,3,0,0,0,0
3 75,3_75,W5,1,1,0,0,0
3 75,3_75,W5,2,1,0,0,0
3 75,3_75,W5,3,0,0,0,0
3 75,3_75,W10,1,1,0,0,0
