plot,plot_2,loc,size,RO,BO,WO,CO
1 67,1_67,S5,1,0,0,0,0
1 67,1_67,S5,2,0,0,0,0
1 67,1_67,S5,3,0,0,0,0
1 67,1_67,S10,1,0,0,0,0
1 67,1_67,S10,2,0,0,0,0
1 67,1_67,S10,3,0,0,0,0
1 67,1_67,W5,1,1,0,0,0
1 67,1_67,W5,2,0,0,0,0
1 67,1_67,W5,3,0,0,0,0
1 67,1_67,W10,1,0,0,0,0
1 67,1_67,W10,2,0,0,0,0
1 67,1_67,W10,3,0,0,0,0
1 69,1_69,N5,1,0,0,0,0
1 69,1_69,N5,2,0,0,0,0
1 69,1_69,N5,3,0,0,0,0
1 69,1_69,N10,1,0,0,0,0
1 69,1_69,N10,2,0,0,0,0
1 69,1_69,N10,3,0,0,0,0
1 69,1_69,E5,1,0,0,0,0
1 69,1_69,E5,2,0,0,0,0
1 69,1_69,E5,3,0,0,0,0
1 69,1_69,E10,1,0,1,0,0
1 69,1_69,E10,2,0,0,0,0
1 69,1_69,E10,3,0,0,0,0
1 69,1_69,S5,1,0,1,0,0
1 69,1_69,S5,2,0,0,0,0
1 69,1_69,S5,3,0,0,0,0
1 69,1_69,S10,1,0,1,0,0
1 69,1_69,S10,2,1,0,0,0
1 69,1_69,S10,3,0,0,0,0
1 69,1_69,W5,1,0,0,0,0
1 69,1_69,W5,2,1,0,0,0
1 69,1_69,W5,3,0,0,0,0
1 69,1_69,W10,1,0,0,0,0
1 69,1_69,W10,2,1,0,0,0
1 69,1_69,W10,3,0,0,0,0
1 71,1_71,N5,1,0,0,0,0
1 71,1_71,N5,2,0,0,0,0
1 71,1_71,N5,3,0,0,0,0
1 71,1_71,N10,1,0,0,0,0
1 71,1_71,N10,2,0,0,0,0
1 71,1_71,N10,3,0,0,0,0
1 71,1_71,E5,1,0,0,0,0
1 71,1_71,E5,2,0,0,0,0
1 71,1_71,E5,3,0,0,0,0
1 71,1_71,E10,1,0,0,0,0
1 71,1_71,E10,2,0,0,0,0
1 71,1_71,E10,3,0,0,0,0
1 71,1_71,S5,1,0,0,0,0
1 71,1_71,S5,2,1,0,0,0
1 71,1_71,S5,3,0,0,0,0
1 71,1_71,S10,1,0,0,0,0
1 71,1_71,S10,2,0,0,0,0
1 71,1_71,S10,3,0,0,0,0
1 71,1_71,W5,1,0,0,1,0
1 71,1_71,W5,2,0,0,1,0
1 71,1_71,W5,3,0,0,0,0
1 71,1_71,W10,1,0,0,0,0
1 71,1_71,W10,2,0,0,0,0
1 71,1_71,W10,3,0,0,0,0
1 72,1_72,N5,1,1,0,0,0
1 72,1_72,N5,2,0,0,1,0
1 72,1_72,N5,3,0,0,0,0
1 72,1_72,N10,1,0,0,0,0
1 72,1_72,N10,2,0,0,0,0
1 72,1_72,N10,3,0,0,0,0
1 72,1_72,E5,1,1,0,0,0
1 72,1_72,E5,2,1,0,0,0
1 72,1_72,E5,3,0,0,0,0
1 72,1_72,E10,1,0,0,0,0
1 72,1_72,E10,2,0,0,0,0
1 72,1_72,E10,3,0,0,0,0
1 72,1_72,S5,1,1,0,0,0
1 72,1_72,S5,2,0,0,0,0
1 72,1_72,S5,3,0,0,0,0
1 72,1_72,S10,1,0,0,0,0
1 72,1_72,S10,2,0,0,0,0
1 72,1_72,S10,3,0,0,0,0
1 72,1_72,W5,1,0,0,0,0
1 72,1_72,W5,2,0,0,0,0
1 72,1_72,W5,3,0,0,0,0
1 72,1_72,W10,1,0,0,0,0
1 72,1_72,W10,2,0,0,0,0
1 72,1_72,W10,3,0,0,0,0
1 73,1_73,N5,1,0,0,0,0
1 73,1_73,N5,2,0,0,0,0
1 73,1_73,N5,3,0,0,0,0
1 73,1_73,N10,1,0,0,0,0
1 73,1_73,N10,2,0,0,0,0
1 73,1_73,N10,3,0,0,0,0
1 73,1_73,E5,1,0,0,0,0
1 73,1_73,E5,2,0,0,0,0
1 73,1_73,E5,3,0,0,0,0
1 73,1_73,E10,1,0,0,0,0
1 73,1_73,E10,2,0,0,0,0
1 73,1_73,E10,3,0,0,0,0
1 73,1_73,S5,1,1,0,0,0
1 73,1_73,S5,2,0,0,0,0
1 73,1_73,S5,3,0,0,0,0
1 73,1_73,S10,1,1,0,0,0
1 73,1_73,S10,2,0,0,0,0
1 73,1_73,S10,3,0,0,0,0
1 73,1_73,W5,1,1,0,0,0
1 73,1_73,W5,2,0,0,0,0
1 73,1_73,W5,3,0,0,0,0
1 73,1_73,W10,1,1,0,0,0
1 73,1_73,W10,2,0,0,0,0
1 73,1_73,W10,3,0,0,0,0
1 75,1_75,N5,1,0,0,0,0
1 75,1_75,N5,2,0,0,0,0
1 75,1_75,N5,3,0,0,0,0
1 75,1_75,N10,1,0,0,0,0
1 75,1_75,N10,2,0,0,0,0
1 75,1_75,N10,3,0,0,0,0
1 75,1_75,E5,1,1,0,0,0
1 75,1_75,E5,2,0,0,0,0
1 75,1_75,E5,3,0,0,0,0
1 75,1_75,E10,1,1,0,0,0
1 75,1_75,E10,2,0,0,0,0
1 75,1_75,E10,3,0,0,0,0
1 75,1_75,S5,1,0,0,0,0
1 75,1_75,S5,2,0,0,0,0
1 75,1_75,S5,3,0,0,0,0
1 75,1_75,S10,1,1,0,0,0
1 75,1_75,S10,2,0,0,0,0
1 75,1_75,S10,3,0,0,0,0
1 75,1_75,W5,1,1,0,0,0
1 75,1_75,W5,2,0,0,0,0
1 75,1_75,W5,3,0,0,0,0
1 75,1_75,W10,1,0,0,0,0
1 75,1_75,W10,2,0,0,0,0
1 75,1_75,W10,3,0,0,0,0
1 80,1_80,N5,1,0,0,1,0
1 80,1_80,N5,2,0,0,0,0
1 80,1_80,N5,3,0,0,0,0
1 80,1_80,N10,1,0,0,0,0
1 80,1_80,N10,2,0,0,1,0
1 80,1_80,N10,3,0,0,0,0
1 80,1_80,E5,1,0,0,1,0
1 80,1_80,E5,2,0,0,0,0
1 80,1_80,E5,3,0,0,0,0
1 80,1_80,E10,1,0,0,1,0
1 80,1_80,E10,2,0,0,1,0
1 80,1_80,E10,3,0,0,0,0
1 80,1_80,S5,1,1,0,1,0
1 80,1_80,S5,2,0,0,0,0
1 80,1_80,S5,3,0,0,0,0
1 80,1_80,S10,1,1,0,0,0
1 80,1_80,S10,2,0,0,0,0
1 80,1_80,S10,3,0,0,0,0
1 80,1_80,W5,1,1,0,1,0
1 80,1_80,W5,2,0,0,1,0
1 80,1_80,W5,3,0,0,0,0
1 80,1_80,W10,1,0,0,1,0
1 80,1_80,W10,2,0,0,0,0
1 80,1_80,W10,3,0,0,0,0
1 83,1_83,N5,1,1,1,0,0
1 83,1_83,N5,2,0,0,0,0
1 83,1_83,N5,3,0,0,0,0
1 83,1_83,N10,1,1,1,0,0
1 83,1_83,N10,2,0,0,0,0
1 83,1_83,N10,3,0,0,0,0
1 83,1_83,E5,1,1,0,0,0
1 83,1_83,E5,2,0,0,0,0
1 83,1_83,E5,3,0,0,0,0
1 83,1_83,E10,1,1,0,0,0
1 83,1_83,E10,2,0,0,0,0
1 83,1_83,E10,3,0,0,0,0
1 83,1_83,S5,1,1,0,0,0
1 83,1_83,S5,2,0,0,0,0
1 83,1_83,S5,3,0,0,0,0
1 83,1_83,S10,1,1,0,0,0
1 83,1_83,S10,2,0,0,0,0
1 83,1_83,S10,3,0,0,0,0
1 83,1_83,W5,1,1,0,0,0
1 83,1_83,W5,2,0,0,0,0
1 83,1_83,W5,3,0,0,0,0
1 83,1_83,W10,1,1,0,0,0
1 83,1_83,W10,2,0,0,0,0
1 83,1_83,W10,3,0,0,0,0
1 89,1_89,N5,1,1,0,0,0
1 89,1_89,N5,2,1,0,0,0
1 89,1_89,N5,3,0,0,0,0
1 89,1_89,N10,1,1,0,0,0
1 89,1_89,N10,2,1,0,0,0
1 89,1_89,N10,3,0,0,0,0
1 89,1_89,E5,1,0,0,0,0
1 89,1_89,E5,2,0,0,0,0
1 89,1_89,E5,3,0,0,0,0
1 89,1_89,E10,1,0,0,0,0
1 89,1_89,E10,2,0,0,0,0
1 89,1_89,E10,3,0,0,0,0
1 89,1_89,S5,1,1,0,0,0
1 89,1_89,S5,2,0,0,0,0
1 89,1_89,S5,3,0,0,0,0
1 89,1_89,S10,1,1,0,1,0
1 89,1_89,S10,2,1,0,0,0
1 89,1_89,S10,3,0,0,0,0
1 89,1_89,W5,1,1,0,0,0
1 89,1_89,W5,2,1,0,0,0
1 89,1_89,W5,3,0,0,0,0
1 89,1_89,W10,1,1,0,0,0
1 89,1_89,W10,2,0,0,0,0
1 89,1_89,W10,3,0,0,0,0
1 90,1_90,N5,1,0,1,0,0
1 90,1_90,N5,2,0,0,0,0
1 90,1_90,N5,3,0,0,0,0
1 90,1_90,N10,1,1,1,0,0
1 90,1_90,N10,2,0,0,0,0
1 90,1_90,N10,3,0,0,0,0
1 90,1_90,E5,1,0,0,0,0
1 90,1_90,E5,2,1,0,0,0
1 90,1_90,E5,3,0,0,0,0
1 90,1_90,E10,1,1,0,0,0
1 90,1_90,E10,2,1,0,0,0
1 90,1_90,E10,3,0,0,0,0
1 90,1_90,S5,1,0,0,0,0
1 90,1_90,S5,2,0,0,0,0
1 90,1_90,S5,3,0,0,0,0
1 90,1_90,S10,1,1,1,0,0
1 90,1_90,S10,2,0,0,0,0
1 90,1_90,S10,3,0,0,0,0
1 90,1_90,W5,1,1,1,0,0
1 90,1_90,W5,2,0,0,0,0
1 90,1_90,W5,3,0,0,0,0
1 90,1_90,W10,1,0,0,0,0
1 90,1_90,W10,2,0,0,0,0
1 90,1_90,W10,3,0,0,0,0
1 95,1_95,N5,1,0,0,0,0
1 95,1_95,N5,2,0,0,0,0
1 95,1_95,N5,3,0,0,0,0
1 95,1_95,N10,1,0,0,0,0
1 95,1_95,N10,2,0,0,0,0
1 95,1_95,N10,3,0,0,0,0
1 95,1_95,E5,1,0,0,0,0
1 95,1_95,E5,2,0,0,0,0
1 95,1_95,E5,3,0,0,0,0
1 95,1_95,E10,1,0,0,0,0
1 95,1_95,E10,2,0,0,0,0
1 95,1_95,E10,3,0,0,0,0
1 95,1_95,S5,1,0,0,0,0
1 95,1_95,S5,2,0,0,0,0
1 95,1_95,S5,3,0,0,0,0
1 95,1_95,S10,1,0,0,0,0
1 95,1_95,S10,2,0,0,0,0
1 95,1_95,S10,3,0,0,0,0
1 95,1_95,W5,1,0,0,0,0
1 95,1_95,W5,2,0,0,0,0
1 95,1_95,W5,3,0,0,0,0
1 95,1_95,W10,1,0,0,0,0
1 95,1_95,W10,2,0,0,0,0
1 95,1_95,W10,3,0,0,0,0
1 97,1_97,N5,1,0,0,0,0
1 97,1_97,N5,2,0,0,0,0
1 97,1_97,N5,3,0,0,0,0
1 97,1_97,N10,1,0,1,0,0
1 97,1_97,N10,2,0,0,0,0
1 97,1_97,N10,3,0,0,0,0
1 97,1_97,E5,1,1,0,0,0
1 97,1_97,E5,2,0,0,0,0
1 97,1_97,E5,3,0,0,0,0
1 97,1_97,E10,1,1,0,0,0
1 97,1_97,E10,2,0,0,0,0
1 97,1_97,E10,3,0,0,0,0
1 97,1_97,S5,1,0,0,0,0
1 97,1_97,S5,2,0,0,0,0
1 97,1_97,S5,3,0,0,0,0
1 97,1_97,S10,1,0,0,0,0
1 97,1_97,S10,2,0,0,0,0
1 97,1_97,S10,3,0,0,0,0
1 97,1_97,W5,1,0,0,1,0
1 97,1_97,W5,2,0,0,0,0
1 97,1_97,W5,3,0,0,0,0
1 97,1_97,W10,1,1,0,0,0
1 97,1_97,W10,2,0,0,0,0
1 97,1_97,W10,3,0,0,0,0
1 98,1_98,N5,1,0,0,0,0
1 98,1_98,N5,2,0,0,0,0
1 98,1_98,N5,3,1,0,0,0
1 98,1_98,N10,1,1,0,0,0
1 98,1_98,N10,2,0,0,0,0
1 98,1_98,N10,3,0,0,0,0
1 98,1_98,E5,1,1,0,0,0
1 98,1_98,E5,2,0,0,0,0
1 98,1_98,E5,3,0,0,0,0
1 98,1_98,E10,1,1,0,0,0
1 98,1_98,E10,2,1,0,0,0
1 98,1_98,E10,3,1,0,0,0
1 98,1_98,S5,1,0,0,0,0
1 98,1_98,S5,2,0,0,0,0
1 98,1_98,S5,3,0,0,0,0
1 98,1_98,S10,1,1,0,0,0
1 98,1_98,S10,2,0,0,0,0
1 98,1_98,S10,3,0,0,0,0
1 98,1_98,W5,1,1,0,0,0
1 98,1_98,W5,2,0,0,0,0
1 98,1_98,W5,3,0,0,0,0
1 98,1_98,W10,1,0,0,0,0
1 98,1_98,W10,2,0,0,0,0
1 98,1_98,W10,3,0,0,0,0
2 05,2_05,N5,1,0,0,0,0
2 05,2_05,N5,2,0,0,0,0
2 05,2_05,N5,3,0,0,0,0
2 05,2_05,N10,1,0,0,0,0
2 05,2_05,N10,2,0,0,0,0
2 05,2_05,N10,3,0,0,0,0
2 05,2_05,E5,1,1,0,0,0
2 05,2_05,E5,2,0,0,0,0
2 05,2_05,E5,3,0,0,0,0
2 05,2_05,E10,1,1,0,0,0
2 05,2_05,E10,2,0,0,0,0
2 05,2_05,E10,3,0,0,0,0
2 05,2_05,S5,1,0,0,0,0
2 05,2_05,S5,2,0,0,0,0
2 05,2_05,S5,3,0,0,0,0
2 05,2_05,S10,1,1,0,0,0
2 05,2_05,S10,2,0,0,0,0
2 05,2_05,S10,3,0,0,0,0
2 05,2_05,W5,1,1,0,0,0
2 05,2_05,W5,2,0,0,0,0
2 05,2_05,W5,3,0,0,0,0
2 05,2_05,W10,1,1,0,0,0
2 05,2_05,W10,2,0,0,0,0
2 05,2_05,W10,3,0,0,0,0
2 07,2_07,N5,1,1,0,0,0
2 07,2_07,N5,2,0,0,0,0
2 07,2_07,N5,3,0,0,0,0
2 07,2_07,N10,1,1,0,0,0
2 07,2_07,N10,2,0,0,0,0
2 07,2_07,N10,3,0,0,0,0
2 07,2_07,E5,1,1,0,0,0
2 07,2_07,E5,2,0,0,0,0
2 07,2_07,E5,3,0,0,0,0
2 07,2_07,E10,1,1,0,0,0
2 07,2_07,E10,2,0,0,0,0
2 07,2_07,E10,3,0,0,0,0
2 07,2_07,S5,1,1,0,0,0
2 07,2_07,S5,2,0,0,0,0
2 07,2_07,S5,3,0,0,0,0
2 07,2_07,S10,1,1,0,0,0
2 07,2_07,S10,2,0,0,0,0
2 07,2_07,S10,3,0,0,0,0
2 07,2_07,W5,1,1,0,0,0
2 07,2_07,W5,2,0,0,0,0
2 07,2_07,W5,3,0,0,0,0
2 07,2_07,W10,1,1,0,0,0
2 07,2_07,W10,2,0,0,0,0
2 07,2_07,W10,3,0,0,0,0
2 08,2_08,N5,1,1,0,0,0
2 08,2_08,N5,2,0,0,0,0
2 08,2_08,N5,3,0,0,0,0
2 08,2_08,N10,1,1,0,0,0
2 08,2_08,N10,2,0,0,0,0
2 08,2_08,N10,3,0,0,0,0
2 08,2_08,E5,1,1,0,0,0
2 08,2_08,E5,2,0,0,0,0
2 08,2_08,E5,3,0,0,0,0
2 08,2_08,E10,1,1,0,0,0
2 08,2_08,E10,2,0,0,0,0
2 08,2_08,E10,3,0,0,0,0
2 08,2_08,S5,1,0,0,0,0
2 08,2_08,S5,2,0,0,0,0
2 08,2_08,S5,3,0,0,0,0
2 08,2_08,S10,1,1,0,0,0
2 08,2_08,S10,2,0,0,0,0
2 08,2_08,S10,3,0,0,0,0
2 08,2_08,W5,1,1,0,0,0
2 08,2_08,W5,2,0,0,0,0
2 08,2_08,W5,3,0,0,0,0
2 08,2_08,W10,1,1,0,0,0
2 08,2_08,W10,2,0,0,0,0
2 08,2_08,W10,3,0,0,0,0
2 15,2_15,N5,1,1,0,0,0
2 15,2_15,N5,2,0,0,0,0
2 15,2_15,N5,3,0,0,0,0
2 15,2_15,N10,1,1,0,0,0
2 15,2_15,N10,2,0,0,0,0
2 15,2_15,N10,3,0,0,0,0
2 15,2_15,E5,1,1,0,0,0
2 15,2_15,E5,2,0,0,0,0
2 15,2_15,E5,3,0,0,0,0
2 15,2_15,E10,1,1,0,0,0
2 15,2_15,E10,2,0,0,0,0
2 15,2_15,E10,3,0,0,0,0
2 15,2_15,S5,1,1,0,0,0
2 15,2_15,S5,2,0,0,0,0
2 15,2_15,S5,3,0,0,0,0
2 15,2_15,S10,1,1,0,0,0
2 15,2_15,S10,2,0,0,0,0
2 15,2_15,S10,3,0,0,0,0
2 15,2_15,W5,1,1,0,0,0
2 15,2_15,W5,2,0,0,0,0
2 15,2_15,W5,3,0,0,0,0
2 15,2_15,W10,1,1,0,0,0
2 15,2_15,W10,2,0,0,0,0
2 15,2_15,W10,3,0,0,0,0
2 16,2_16,N5,1,1,0,0,0
2 16,2_16,N5,2,1,0,0,0
2 16,2_16,N5,3,1,0,0,0
2 16,2_16,N10,1,1,0,0,0
2 16,2_16,N10,2,0,0,0,0
2 16,2_16,N10,3,1,0,0,0
2 16,2_16,E5,1,1,0,0,0
2 16,2_16,E5,2,0,0,0,0
2 16,2_16,E5,3,0,0,0,0
2 16,2_16,E10,1,1,0,0,0
2 16,2_16,E10,2,0,0,0,0
2 16,2_16,E10,3,0,0,0,0
2 16,2_16,S5,1,0,1,0,0
2 16,2_16,S5,2,0,0,0,0
2 16,2_16,S5,3,0,0,0,0
2 16,2_16,S10,1,0,0,0,0
2 16,2_16,S10,2,0,0,0,0
2 16,2_16,S10,3,0,0,0,0
2 16,2_16,W5,1,1,0,0,0
2 16,2_16,W5,2,0,0,0,0
2 16,2_16,W5,3,1,0,0,0
2 16,2_16,W10,1,1,0,0,0
2 16,2_16,W10,2,0,0,0,0
2 16,2_16,W10,3,1,0,0,0
2 23,2_23,N5,1,1,0,0,0
2 23,2_23,N5,2,0,0,0,0
2 23,2_23,N5,3,0,0,0,0
2 23,2_23,N10,1,1,0,0,0
2 23,2_23,N10,2,0,0,0,0
2 23,2_23,N10,3,0,0,0,0
2 23,2_23,E5,1,1,0,0,0
2 23,2_23,E5,2,0,0,0,0
2 23,2_23,E5,3,0,0,0,0
2 23,2_23,E10,1,1,0,0,0
2 23,2_23,E10,2,0,0,0,0
2 23,2_23,E10,3,0,0,0,0
2 23,2_23,S5,1,1,0,0,0
2 23,2_23,S5,2,0,0,0,0
2 23,2_23,S5,3,0,0,0,0
2 23,2_23,S10,1,1,0,0,0
2 23,2_23,S10,2,0,0,0,0
2 23,2_23,S10,3,0,0,0,0
2 23,2_23,W5,1,1,0,0,0
2 23,2_23,W5,2,0,0,0,0
2 23,2_23,W5,3,0,0,0,0
2 23,2_23,W10,1,1,0,0,0
2 23,2_23,W10,2,0,0,0,0
2 23,2_23,W10,3,0,0,0,0
2 24,2_24,N5,1,1,0,0,0
2 24,2_24,N5,2,0,0,0,0
2 24,2_24,N5,3,0,0,0,0
2 24,2_24,N10,1,1,0,0,0
2 24,2_24,N10,2,0,0,0,0
2 24,2_24,N10,3,0,0,0,0
2 24,2_24,E5,1,1,0,0,0
2 24,2_24,E5,2,0,0,0,0
2 24,2_24,E5,3,0,0,0,0
2 24,2_24,E10,1,1,0,0,0
2 24,2_24,E10,2,0,0,0,0
2 24,2_24,E10,3,0,0,0,0
2 24,2_24,S5,1,1,0,0,0
2 24,2_24,S5,2,0,0,0,0
2 24,2_24,S5,3,0,0,0,0
2 24,2_24,S10,1,1,0,0,0
2 24,2_24,S10,2,0,0,0,0
2 24,2_24,S10,3,0,0,0,0
2 24,2_24,W5,1,1,0,0,0
2 24,2_24,W5,2,0,0,0,0
2 24,2_24,W5,3,0,0,0,0
2 24,2_24,W10,1,1,0,0,0
2 24,2_24,W10,2,0,0,0,0
2 24,2_24,W10,3,0,0,0,0
2 31,2_31,N5,1,1,0,0,0
2 31,2_31,N5,2,0,0,0,0
2 31,2_31,N5,3,0,0,0,0
2 31,2_31,N10,1,1,0,0,0
2 31,2_31,N10,2,0,0,0,0
2 31,2_31,N10,3,0,0,0,0
2 31,2_31,E5,1,1,0,0,0
2 31,2_31,E5,2,0,0,0,0
2 31,2_31,E5,3,0,0,0,0
2 31,2_31,E10,1,1,0,0,0
2 31,2_31,E10,2,0,0,0,0
2 31,2_31,E10,3,0,0,0,0
2 31,2_31,S5,1,1,0,0,0
2 31,2_31,S5,2,0,0,0,0
2 31,2_31,S5,3,0,0,0,0
2 31,2_31,S10,1,1,0,0,0
2 31,2_31,S10,2,0,0,0,0
2 31,2_31,S10,3,0,0,0,0
2 31,2_31,W5,1,1,0,0,0
2 31,2_31,W5,2,0,0,0,0
2 31,2_31,W5,3,0,0,0,0
2 31,2_31,W10,1,1,1,0,0
2 31,2_31,W10,2,0,0,0,0
2 31,2_31,W10,3,0,0,0,0
2 38,2_38,N5,1,1,0,0,0
2 38,2_38,N5,2,0,0,0,0
2 38,2_38,N5,3,0,0,0,0
2 38,2_38,N10,1,1,0,0,0
2 38,2_38,N10,2,0,0,0,0
2 38,2_38,N10,3,0,0,0,0
2 38,2_38,E5,1,1,0,0,0
2 38,2_38,E5,2,0,0,0,0
2 38,2_38,E5,3,0,0,0,0
2 38,2_38,E10,1,1,0,0,0
2 38,2_38,E10,2,0,0,0,0
2 38,2_38,E10,3,0,0,0,0
2 38,2_38,S5,1,1,0,0,0
2 38,2_38,S5,2,0,0,0,0
2 38,2_38,S5,3,0,0,0,0
2 38,2_38,S10,1,0,0,0,0
2 38,2_38,S10,2,0,0,0,0
2 38,2_38,S10,3,0,0,0,0
2 38,2_38,W5,1,1,0,0,0
2 38,2_38,W5,2,0,0,0,0
2 38,2_38,W5,3,0,0,0,0
2 38,2_38,W10,1,1,0,0,0
2 38,2_38,W10,2,0,0,0,0
2 38,2_38,W10,3,0,0,0,0
2 39,2_39,N5,1,1,0,0,0
2 39,2_39,N5,2,0,0,0,0
2 39,2_39,N5,3,0,0,0,0
2 39,2_39,N10,1,1,0,0,0
2 39,2_39,N10,2,0,0,0,0
2 39,2_39,N10,3,0,0,0,0
2 39,2_39,E5,1,1,0,0,0
2 39,2_39,E5,2,0,0,0,0
2 39,2_39,E5,3,0,0,0,0
2 39,2_39,E10,1,1,0,0,0
2 39,2_39,E10,2,0,0,0,0
2 39,2_39,E10,3,0,0,0,0
2 39,2_39,S5,1,1,0,0,0
2 39,2_39,S5,2,0,0,0,0
2 39,2_39,S5,3,0,0,0,0
2 39,2_39,S10,1,1,0,0,0
2 39,2_39,S10,2,0,0,0,0
2 39,2_39,S10,3,0,0,0,0
2 39,2_39,W5,1,1,0,0,0
2 39,2_39,W5,2,0,0,0,0
2 39,2_39,W5,3,0,0,0,0
2 39,2_39,W10,1,1,0,0,0
2 39,2_39,W10,2,0,0,0,0
2 39,2_39,W10,3,0,0,0,0
2 40,2_40,N5,1,1,0,0,0
2 40,2_40,N5,2,0,0,0,0
2 40,2_40,N5,3,0,0,0,0
2 40,2_40,N10,1,1,0,0,0
2 40,2_40,N10,2,0,0,0,0
2 40,2_40,N10,3,0,0,0,0
2 40,2_40,E5,1,1,0,0,0
2 40,2_40,E5,2,0,0,0,0
2 40,2_40,E5,3,0,0,0,0
2 40,2_40,E10,1,0,0,0,0
2 40,2_40,E10,2,0,0,0,0
2 40,2_40,E10,3,0,0,0,0
2 40,2_40,S5,1,1,0,0,0
2 40,2_40,S5,2,0,0,0,0
2 40,2_40,S5,3,0,0,0,0
2 40,2_40,S10,1,1,0,0,0
2 40,2_40,S10,2,0,0,0,0
2 40,2_40,S10,3,0,0,0,0
2 40,2_40,W5,1,1,0,0,0
2 40,2_40,W5,2,0,0,0,0
2 40,2_40,W5,3,0,0,0,0
2 40,2_40,W10,1,1,0,0,0
2 40,2_40,W10,2,0,0,0,0
2 40,2_40,W10,3,0,0,0,0
2 41,2_41,N5,1,0,0,0,0
2 41,2_41,N5,2,0,0,0,0
2 41,2_41,N5,3,0,0,0,0
2 41,2_41,N10,1,1,0,0,0
2 41,2_41,N10,2,0,0,0,0
2 41,2_41,N10,3,0,0,0,0
2 41,2_41,E5,1,1,0,0,0
2 41,2_41,E5,2,0,0,0,0
2 41,2_41,E5,3,0,0,0,0
2 41,2_41,E10,1,1,0,0,0
2 41,2_41,E10,2,0,0,0,0
2 41,2_41,E10,3,0,0,0,0
2 41,2_41,S5,1,1,0,0,0
2 41,2_41,S5,2,0,0,0,0
2 41,2_41,S5,3,0,0,0,0
2 41,2_41,S10,1,1,0,0,0
2 41,2_41,S10,2,0,0,0,0
2 41,2_41,S10,3,0,0,0,0
2 41,2_41,W5,1,1,0,0,0
2 41,2_41,W5,2,0,0,0,0
2 41,2_41,W5,3,0,0,0,0
2 41,2_41,W10,1,0,0,0,0
2 41,2_41,W10,2,0,0,0,0
2 41,2_41,W10,3,0,0,0,0
2 47,2_47,N5,1,1,0,0,0
2 47,2_47,N5,2,0,0,0,0
2 47,2_47,N5,3,0,0,0,0
2 47,2_47,N10,1,1,0,0,0
2 47,2_47,N10,2,0,0,0,0
2 47,2_47,N10,3,0,0,0,0
2 47,2_47,E5,1,1,0,0,0
2 47,2_47,E5,2,0,0,0,0
2 47,2_47,E5,3,0,0,0,0
2 47,2_47,E10,1,1,0,0,0
2 47,2_47,E10,2,0,0,0,0
2 47,2_47,E10,3,0,0,0,0
2 47,2_47,S5,1,1,0,0,0
2 47,2_47,S5,2,0,0,0,0
2 47,2_47,S5,3,0,0,0,0
2 47,2_47,S10,1,1,0,0,0
2 47,2_47,S10,2,0,0,0,0
2 47,2_47,S10,3,0,0,0,0
2 47,2_47,W5,1,1,0,0,0
2 47,2_47,W5,2,0,0,0,0
2 47,2_47,W5,3,0,0,0,0
2 47,2_47,W10,1,1,0,0,0
2 47,2_47,W10,2,0,0,0,0
2 47,2_47,W10,3,0,0,0,0
2 49,2_49,N5,1,1,0,0,0
2 49,2_49,N5,2,0,0,0,0
2 49,2_49,N5,3,0,0,0,0
2 49,2_49,N10,1,1,0,0,0
2 49,2_49,N10,2,0,0,0,0
2 49,2_49,N10,3,0,0,0,0
2 49,2_49,E5,1,1,0,0,0
2 49,2_49,E5,2,0,0,0,0
2 49,2_49,E5,3,0,0,0,0
2 49,2_49,E10,1,1,0,0,0
2 49,2_49,E10,2,0,0,0,0
2 49,2_49,E10,3,0,0,0,0
2 49,2_49,S5,1,0,0,0,0
2 49,2_49,S5,2,0,0,0,0
2 49,2_49,S5,3,0,0,0,0
2 49,2_49,S10,1,1,0,0,0
2 49,2_49,S10,2,0,0,0,0
2 49,2_49,S10,3,0,0,0,0
2 49,2_49,W5,1,1,0,0,0
2 49,2_49,W5,2,1,0,0,0
2 49,2_49,W5,3,0,0,0,0
2 49,2_49,W10,1,1,0,0,0
2 49,2_49,W10,2,0,0,0,0
2 49,2_49,W10,3,0,0,0,0
2 50,2_50,N5,1,1,0,0,0
2 50,2_50,N5,2,0,0,0,0
2 50,2_50,N5,3,0,0,0,0
2 50,2_50,N10,1,0,0,0,0
2 50,2_50,N10,2,0,0,0,0
2 50,2_50,N10,3,0,0,0,0
2 50,2_50,E5,1,0,0,0,0
2 50,2_50,E5,2,0,0,0,0
2 50,2_50,E5,3,0,0,0,0
2 50,2_50,E10,1,1,0,0,0
2 50,2_50,E10,2,0,0,0,0
2 50,2_50,E10,3,0,0,0,0
2 50,2_50,S5,1,1,0,0,0
2 50,2_50,S5,2,0,0,0,0
2 50,2_50,S5,3,0,0,0,0
2 50,2_50,S10,1,1,0,0,0
2 50,2_50,S10,2,0,0,0,0
2 50,2_50,S10,3,0,0,0,0
2 50,2_50,W5,1,1,0,0,0
2 50,2_50,W5,2,0,0,0,0
2 50,2_50,W5,3,0,0,0,0
2 50,2_50,W10,1,0,0,0,0
2 50,2_50,W10,2,0,0,0,0
2 50,2_50,W10,3,0,0,0,0
3 00,3_00,N5,1,0,0,0,0
3 00,3_00,N5,2,0,0,0,0
3 00,3_00,N5,3,0,0,0,0
3 00,3_00,N10,1,1,0,0,0
3 00,3_00,N10,2,0,0,0,0
