system:index,1995-05-01_score_mean,1995-06-01_score_mean,1995-07-01_score_mean,1995-08-01_score_mean,1995-09-01_score_mean,1996-05-01_score_mean,1996-06-01_score_mean,1996-07-01_score_mean,1996-08-01_score_mean,1996-09-01_score_mean,1997-05-01_score_mean,1997-06-01_score_mean,1997-07-01_score_mean,1997-08-01_score_mean,1997-09-01_score_mean,1998-05-01_score_mean,1998-06-01_score_mean,1998-07-01_score_mean,1998-08-01_score_mean,1998-09-01_score_mean,1999-05-01_score_mean,1999-06-01_score_mean,1999-07-01_score_mean,1999-08-01_score_mean,1999-09-01_score_mean,2000-05-01_score_mean,2000-06-01_score_mean,2000-07-01_score_mean,2000-08-01_score_mean,2000-09-01_score_mean,2001-05-01_score_mean,2001-06-01_score_mean,2001-07-01_score_mean,2001-08-01_score_mean,2001-09-01_score_mean,2002-05-01_score_mean,2002-06-01_score_mean,2002-07-01_score_mean,2002-08-01_score_mean,2002-09-01_score_mean,2003-05-01_score_mean,2003-06-01_score_mean,2003-07-01_score_mean,2003-08-01_score_mean,2003-09-01_score_mean,2004-05-01_score_mean,2004-06-01_score_mean,2004-07-01_score_mean,2004-08-01_score_mean,2004-09-01_score_mean,2005-05-01_score_mean,2005-06-01_score_mean,2005-07-01_score_mean,2005-08-01_score_mean,2005-09-01_score_mean,2006-05-01_score_mean,2006-06-01_score_mean,2006-07-01_score_mean,2006-08-01_score_mean,2006-09-01_score_mean,2007-05-01_score_mean,2007-06-01_score_mean,2007-07-01_score_mean,2007-08-01_score_mean,2007-09-01_score_mean,2008-05-01_score_mean,2008-06-01_score_mean,2008-07-01_score_mean,2008-08-01_score_mean,2008-09-01_score_mean,2009-05-01_score_mean,2009-06-01_score_mean,2009-07-01_score_mean,2009-08-01_score_mean,2009-09-01_score_mean,2010-05-01_score_mean,2010-06-01_score_mean,2010-07-01_score_mean,2010-08-01_score_mean,2010-09-01_score_mean,2011-05-01_score_mean,2011-06-01_score_mean,2011-07-01_score_mean,2011-08-01_score_mean,2011-09-01_score_mean,2012-05-01_score_mean,2012-06-01_score_mean,2012-07-01_score_mean,2012-08-01_score_mean,2012-09-01_score_mean,2013-05-01_score_mean,2013-06-01_score_mean,2013-07-01_score_mean,2013-08-01_score_mean,2013-09-01_score_mean,2014-05-01_score_mean,2014-06-01_score_mean,2014-07-01_score_mean,2014-08-01_score_mean,2014-09-01_score_mean,2015-05-01_score_mean,2015-06-01_score_mean,2015-07-01_score_mean,2015-08-01_score_mean,2015-09-01_score_mean,2016-05-01_score_mean,2016-06-01_score_mean,2016-07-01_score_mean,2016-08-01_score_mean,2016-09-01_score_mean,2017-05-01_score_mean,2017-06-01_score_mean,2017-07-01_score_mean,2017-08-01_score_mean,2017-09-01_score_mean,2018-05-01_score_mean,2018-06-01_score_mean,2018-07-01_score_mean,2018-08-01_score_mean,2018-09-01_score_mean,2019-05-01_score_mean,2019-06-01_score_mean,2019-07-01_score_mean,2019-08-01_score_mean,2019-09-01_score_mean,2020-05-01_score_mean,2020-06-01_score_mean,2020-07-01_score_mean,2020-08-01_score_mean,2020-09-01_score_mean,hotplot,id,.geo
91,-3.394889832,0.573776841,0.344472289,-0.980078042,-0.76989162,0.888268769,0.89703387,-0.049403682,0.385179132,,,1.832906246,,,,0.776464522,0.754549384,0.886167765,0.350212872,1.600050569,0.424226612,2.097258806,0.949355602,1.096464992,0.86218518,0.507568121,1.805237651,-0.173949629,0.515866816,0.02938856,0.417783409,1.393144846,0.505494416,1.364701629,0.668010473,-1.270762444,-0.352012128,-0.406881273,0.03996693,-0.039005093,-1.947051764,-0.429464132,0.180395842,0.064296722,0.196718588,,0.933462918,-0.280218661,-0.404644102,-0.072485454,-2.132586002,0.596715093,0.146083161,-1.374594569,-0.289138556,-1.061788082,-0.851277947,-0.89344579,-0.392391056,-1.145280361,-0.356974185,1.149437785,0.939655721,0.970759749,0.270039856,0.611246467,1.321315765,-0.414611608,0.759479225,0.380148023,2.432682037,,-0.987182617,0.495651275,-0.045833308,2.296905041,1.110692739,0.438453078,0.235341772,0.054090235,-1.028670073,0.183347404,0.155000538,-0.328370929,-0.190509021,,0.720326781,0.277783841,-0.83485508,-0.176807493,-2.076477051,-0.717327416,-0.9888466,-0.426525205,-0.90365243,-1.225147009,2.113894224,1.31824398,1.953662753,2.00954628,0.290562779,,0.498722523,2.170717001,1.369981766,-1.278745413,0.727163196,-0.210467696,1.764572501,1.084375501,-0.348157495,-2.080420017,-3.214033365,-1.515949845,-1.425209641,0.145752311,0.817437947,-0.256925195,0.491726816,0.552925587,0.025688909,0.813573301,-0.32578826,0.122456111,-0.361363292,-1.713536263,0.310207278,0.420711488,-0.060841937,,5_81,151,"{""type"":""Point"",""coordinates"":[-72.26410694922389,42.341447562207975]}"
92,-3.116477251,0.660500646,0.314666569,-1.093515515,-0.601560652,0.916798294,0.900088489,-0.164514825,0.652139902,,,1.949051857,,,,0.870080471,0.694038093,0.960038185,0.220778778,1.783807755,0.380875677,2.082140923,0.854049504,1.032707572,1.086511612,0.953990757,2.132603645,0.664789915,0.493226528,0.211120918,0.146388412,1.428017139,0.303809434,1.292007923,0.465566874,-1.043098688,-0.242766514,-0.503545761,0.046333913,0.096068963,-1.878742456,-0.427870601,-0.145545855,-0.05480415,0.159969047,,-0.059126936,-0.366411567,-0.618013322,-0.044525359,-1.95370543,0.282835633,0.179350004,-2.105354071,-0.236811072,-0.398225367,0.600288868,-0.528551757,4.88E-04,-0.675906479,-0.324382484,1.149381757,0.788863242,0.722816885,0.587269902,0.405284345,1.238239527,0.711952448,0.666755438,0.547767937,2.869518518,,-1.248673201,1.095042586,0.119681999,2.330382109,0.949956596,0.35259226,-0.203906253,-0.111585222,-1.110745668,0.313310683,0.080308311,-0.978095293,-0.329296976,-0.746040285,0.641381621,0.117527969,-1.164894104,-0.9766801,-2.046107054,-0.236972883,-0.549971998,-0.308042258,-0.790881276,-0.302232593,2.166069746,1.286428332,1.576346517,1.083804965,0.355177134,,0.933832586,2.111041307,1.17296195,-1.189665556,1.253038168,1.141589403,1.682451606,0.923887014,-0.135994807,-1.593793869,-2.994890451,-1.671470642,-1.810595632,-0.167780265,1.226459861,0.159497455,0.200415626,0.595827699,0.385338932,1.085110307,-0.235649496,-0.284738719,-0.215951562,-1.775383711,0.577300131,0.312603861,-0.073745266,-0.658331692,5_85,152,"{""type"":""Point"",""coordinates"":[-72.2653599566199,42.34005186357825]}"
93,-2.567667246,0.576150835,-0.162278831,-1.095009923,-0.806393921,0.392041266,0.182351798,-0.616416574,-0.064199314,,,1.467989326,,,,0.673302054,1.585407376,0.92023778,0.060006093,,0.865895748,2.35824132,1.436091781,1.349451065,1.646042466,0.191742614,2.306728363,0.306419492,0.63508302,0.314776808,0.377260536,1.484708071,0.596659124,1.508680224,0.61211288,-0.85674268,0.108675823,0.41125834,0.399205863,0.442871422,-1.653046131,-0.161740169,0.032944929,0.107456267,-0.039338682,,0.399974018,-1.345672965,-0.580309093,0.291631162,-1.575611472,0.454061717,0.413615942,-4.605863571,-0.055068009,0.027650867,0.093100145,-0.270974159,0.309190989,-0.426350027,-0.261465341,1.29303062,0.917454064,0.741152227,0.579326689,-0.589636028,-0.400454462,-1.195343852,-0.800360203,-0.703872561,1.163664937,,-1.749677777,-0.52711165,-0.640800595,1.178318501,0.938064039,0.205070242,-0.543478012,-0.122276053,-0.671538651,0.602465034,0.097211279,-0.700155854,-0.058836278,0.044528965,0.792487085,0.590579629,-0.932755589,-0.209654883,-0.747562349,0.543855608,0.585375249,0.76552856,0.176715985,0.600117743,2.542911291,1.734341383,1.936349273,1.723415256,0.764563501,,1.375179768,2.089009762,1.372981191,-1.132469416,1.315992713,0.836404502,1.402306795,0.71154952,-0.582641184,-2.423567057,-2.94507122,-2.436246157,-2.651614189,-0.799778163,0.612234473,-0.47019425,-0.01186228,-0.514618456,0.26289466,0.938755929,-0.267602175,-0.155844465,-0.213197052,-1.574073076,0.675233722,0.190651402,0.496546388,-0.337183863,5_86,153,"{""type"":""Point"",""coordinates"":[-72.26809784466673,42.33957919886658]}"
94,-2.686191797,-0.631098509,-0.119006939,0.291480035,-1.078776836,0.225244343,0.438924462,-0.492481947,-0.126251996,,-1.219848633,1.205209613,,,,0.054892868,,0.576289535,-0.237588093,,1.17809093,1.561068296,0.904271722,0.938419938,0.186513662,-0.209661439,2.198703766,1.338905454,0.36451456,0.3742612,-0.573437512,1.465241313,0.533075511,1.31302166,0.522612154,-1.827976704,0.830121696,0.35841009,0.602683246,0.393200189,-1.5348382,0.498662114,0.052222472,-0.221639872,0.260806054,,-1.289088488,-1.59435606,-1.888501048,0.087509431,-2.016421795,-0.121336177,-0.071137898,-0.981696725,-0.639411151,0.762039006,0.035975542,0.12428055,0.108945966,-0.401615113,-1.270557523,1.877842665,0.710476816,0.011241077,0.235861972,0.127918556,2.243482828,1.062608719,0.562839985,0.644954681,3.411688566,,0.188659355,0.694825649,0.312611073,2.215714455,1.934679747,1.179439306,0.156761274,-0.08633031,-0.248794064,0.783031702,0.156401992,-0.703571677,-0.277105033,-0.241929069,0.583488584,0.186914608,0.378602237,-0.035788007,-1.240938306,0.09087503,0.163018405,0.52579987,-0.111441024,-0.360964119,1.349455595,,-0.543238759,0.359372646,-0.665312588,2.226042986,0.388590783,0.843607426,0.780082345,-1.19645083,0.493264526,0.74141556,1.401190758,1.480217695,-0.681926131,-0.256849468,-0.805292487,0.308820605,-0.597291052,-0.279422373,0.32470119,-0.050027911,-0.192784131,0.001458781,0.429252058,0.92704463,-0.099667534,0.188021272,-0.471467406,-1.102260709,0.733552814,0.604000092,0.563805938,-0.42405507,5_87,154,"{""type"":""Point"",""coordinates"":[-72.28212617658086,42.34089909277841]}"
95,-2.950432062,-1.126123667,-0.004997527,-0.933596015,-1.348688364,-0.397356778,0.303018808,-0.371800572,0.189601034,,-1.498777509,0.877320468,,,,-0.392794549,,-1.385333776,-1.509827375,,-0.799314559,-0.931818545,-1.507121801,-1.290167212,-1.390147209,0.361721665,2.099623442,-0.516505063,-0.385101616,-0.856863558,0.178733259,1.750559449,1.302219391,2.092443943,0.877963185,0.014795318,2.438815355,2.030215263,1.602816939,1.628217697,-1.162385345,2.093126774,0.429106444,1.707900047,1.928959846,,3.370376587,1.301164508,0.783000171,2.45717144,-1.385578871,1.313384652,1.253168225,-1.155415297,0.15752086,0.66674149,-0.858778715,-0.598496854,0.454659849,-1.351046085,-2.230825901,0.618865371,-0.219036281,-0.42166841,-0.870654762,-0.411572993,0.650296986,-0.308039606,-0.115409292,-0.617271125,3.022898436,,-1.246891618,0.327791721,-0.492597103,1.984796047,1.400147319,0.38669771,0.312289834,-1.075403094,-0.486330003,-0.200535953,-0.109698713,0.353348762,0.01395599,-0.112987332,0.009790352,-0.353711963,-1.236355901,-0.484709144,-1.731918097,0.309629768,0.003772026,0.711699545,-0.060653139,0.095160328,1.691251516,0.288447559,1.190771937,0.947575748,0.010134266,-4.348258972,1.212604761,1.626627564,0.684644639,-0.761217594,0.815753579,0.301997542,-0.555292606,0.936506093,-0.036443397,-1.617682934,-1.626887441,-1.312410116,-1.819100261,-0.748376727,0.176631972,0.028504834,,-0.103219301,-0.771359146,0.916270554,-0.121529274,0.184129983,-0.084984794,-1.009286523,1.174279571,,0.664453566,-0.263014793,5_90,156,"{""type"":""Point"",""coordinates"":[-72.28098464671118,42.33879885618222]}"
96,-2.821878433,-1.190048933,-0.091784254,-0.048819948,-1.145558953,-0.071197942,0.2597543,-0.526162863,0.264161944,,-1.510427356,0.991785169,,,,0.249276131,,-0.922797859,-0.869089425,,2.051831722,0.663031638,0.754404545,0.691400647,1.156134725,1.667378306,1.462507367,-0.63678205,1.040468216,0.22056441,1.596071243,2.036552191,0.911670983,0.72198844,0.343750924,-0.659741938,0.916713297,0.819968462,0.701210558,0.976153016,-1.37546587,1.188388824,0.587358713,0.755982578,1.734452248,,1.643382072,0.042551298,-0.495433599,0.817534626,-1.643134713,0.937082767,0.383294255,-2.990029573,-1.055684924,0.611709297,-0.476381689,-0.635698974,0.22594288,-1.067284822,-1.638671637,0.858016551,0.826589882,0.263798207,0.282104343,0.815153301,0.962894499,0.796205699,0.755794108,0.262343705,3.109942198,,-0.382940918,0.859301746,-0.118588805,2.090171576,1.611569762,0.886227429,0.781064034,0.356180072,-1.776080728,-0.293340653,0.13187857,-0.080732331,-0.048652265,-0.523610473,0.099440694,0.058058597,-0.835333467,-0.41182974,-1.950077295,-0.158898488,-0.644092023,0.345462769,-0.485455513,-0.220362693,1.304843068,0.656417608,1.5817523,0.951475978,0.35304904,0.15188542,1.02814889,2.138616085,1.485976458,-1.148035169,0.788798153,0.665997326,1.791477799,0.952967644,-0.372445881,-2.655794621,-2.628542423,-1.771425962,-2.24023819,-0.655036867,0.203317583,-0.052875414,,-0.672338128,-0.617204845,0.615826905,-0.58850795,-0.311073512,-0.746765137,-1.714849234,0.857311428,,0.66470325,-0.722773969,5_91_,157,"{""type"":""Point"",""coordinates"":[-72.27816649484541,42.338009595295766]}"
97,-2.576358318,-0.560167015,0.269996434,0.17752257,-1.020416737,0.959112823,0.372871727,-0.425875127,0.607758582,,-1.235547781,1.123560548,,,,-0.399057239,,-1.103359222,-1.068957448,,1.919929862,0.982759893,0.53088367,0.699666739,0.955856085,1.833652258,0.624064982,0.584385931,1.065662384,0.241688207,1.412409306,1.956007719,0.99888432,2.194777012,1.054662704,-0.636274517,1.186631203,1.078692555,0.951072097,1.212807298,-1.829128504,0.827630341,0.63205272,0.454024196,0.683777928,,1.187862515,0.38462162,-0.220636591,0.049093138,-2.188495636,0.672449291,-0.001122518,-1.546553612,-0.783026993,0.504361272,-0.864232183,-0.682674468,-0.033365674,-1.249834657,-1.830679059,0.409603596,0.305444121,-0.296500057,-0.711090028,0.154376373,0.544238269,0.30673036,0.009858341,-0.523424625,2.75936079,,-0.966281176,1.006336451,-0.053731479,2.509759188,1.78872633,1.001462102,1.107874274,0.371166736,-0.898607314,0.039870657,0.394529581,0.085446276,0.231822416,0.152987435,0.988094628,0.81951201,-0.566778421,0.172394842,-1.495339274,0.642352819,0.341079235,0.756109118,-0.087343954,0.023308668,1.678777695,0.740189731,1.436442733,0.577253103,0.394058347,2.786767244,1.205115557,2.04192853,1.339903593,-1.016919255,1.207482934,0.778048098,1.794293404,-0.310854226,-0.433605909,-2.332026243,-2.012500525,-1.345811486,-1.818170547,-0.554225802,0.599750042,0.10637255,0.663158536,-0.135946497,-0.396130055,0.704033673,-0.347545296,0.065902896,-0.155971274,-1.636270761,0.654926717,,0.282190919,-0.815723538,5_92,158,"{""type"":""Point"",""coordinates"":[-72.27674850071041,42.33775096743467]}"
98,-3.036069632,-0.457300454,-0.20228523,0.566342235,-1.335971475,-0.319698155,0.215141982,-0.717279851,-0.049139779,,-1.572105646,1.248931885,,,,0.194851026,,0.83148855,-0.089824297,,1.171672225,2.048133612,0.823578477,0.720224142,-0.156299457,-0.482626438,2.394584179,1.153236508,-0.151150271,0.047396589,-0.851145864,1.415559411,0.678941429,1.068701267,0.312541813,-2.211017132,0.34542042,-0.23178944,,0.041170467,-2.659561634,-0.510132253,-0.127436861,-0.643905699,-0.005461741,,-3.120763063,-3.246733427,-1.7665236,-0.08233618,-2.450174093,-0.022010988,0.311584592,0.106824115,-0.187928736,0.207969546,0.863039076,0.719623804,-0.760239303,-0.289960295,-0.957826138,2.164951563,0.928366303,0.545521736,-0.053940784,0.467523426,2.652299166,1.792430043,0.997027576,0.858008206,3.435871363,,0.726872504,0.912062705,0.591749191,1.982791185,2.354732037,1.356055975,0.769956231,-0.351185918,0.109572493,0.446747243,0.166364267,-0.044587441,-1.37575829,-0.074497208,0.326294661,0.06134285,-0.172156766,-0.249852732,-1.151557446,0.314686447,0.387080312,0.531003773,-0.017239029,0.01123379,1.18494916,0.11355117,-0.444458455,0.662116468,0.147038832,,0.768119574,1.043763876,1.068265676,-0.929714441,0.62675041,0.530992091,1.387543559,1.017068744,-0.096862316,-0.5651384,-0.855377436,-0.212321788,-0.809088945,-0.238945425,0.080808505,-0.206631422,,-0.113962404,0.532458603,0.829521656,-0.10580796,0.148659483,0.536656082,-1.240102649,0.697661936,0.783509433,0.157165617,-1.079312444,5_97,159,"{""type"":""Point"",""coordinates"":[-72.28269248241465,42.34060925120993]}"
99,-2.401574612,0.42052874,0.311438709,-0.705643713,-0.540771186,0.572524965,0.643550873,-0.497908682,0.294606328,,,1.47350502,,,,0.39336741,1.032247663,1.037211537,-0.129431307,0.831183136,0.32322517,1.714134693,0.801839828,1.108127236,1.242576957,0.285725117,2.094918251,-0.129479766,0.539693594,0.391795129,0.168030649,1.488832712,0.337171257,1.325219512,0.816337228,-1.064120531,0.031288899,-0.324822903,0.256453246,0.38046512,-1.2946347,-0.007538614,0.411752462,0.400990248,0.42056036,,0.342869192,-0.334837288,-0.354989827,0.507315397,-1.529995322,0.822962165,0.611683905,-2.756754875,0.179850534,0.108754881,0.69497931,-0.491044968,0.391992986,-0.607177913,-0.818951845,1.299968481,0.987621546,0.448902935,-0.734222114,-1.208231926,-1.728441834,-2.000313759,-1.65926528,-1.800496936,0.892039061,,-1.886444807,-1.24282515,-1.447594523,1.52679038,0.864827096,0.195095584,-0.714071453,-0.764736235,-0.504278302,0.387270331,0.311562955,-0.285438061,-0.119941905,0.085863523,1.396818757,1.132194519,0.640481055,-0.104386635,-0.346987039,1.667795777,0.869204402,0.994807422,0.422982186,0.570568979,2.639193773,,1.613118529,1.433103442,0.042960089,,1.176647663,1.549903274,1.285221338,-1.330167055,1.213119507,0.532223761,1.168562174,0.968923688,-0.820218086,-1.84240222,-2.840157986,-1.637061596,-1.314657092,0.093545765,1.283628225,-0.044572894,0.426382691,-0.394836575,0.479491323,1.080351472,0.516035497,0.039126292,-0.186534196,-1.921923995,1.612684846,0.413770586,0.254401714,-8.05E-04,5_98,160,"{""type"":""Point"",""coordinates"":[-72.26698306940337,42.338410914390586]}"
0000000000000000009a,-1.818268299,0.659324706,0.469753742,0.656032503,0.7231372,0.499290794,0.862569153,1.168791771,0.487611324,-2.251397371,,1.820861101,,,,0.741517007,,0.613617122,0.428650945,0.526301146,1.194729924,1.162649512,1.0940696,0.949938595,0.755408347,0.074436858,,0.589942455,0.038678113,-0.190417305,0.252203673,0.62372458,0.074528307,1.165333033,0.588618219,-0.587129116,0.361319214,-0.213513315,1.559541225,0.432253987,-2.173827648,0.051254686,0.033417668,0.233319029,0.349465579,,0.422437429,-0.061751489,-0.209924951,0.811029255,-1.573983312,0.474093139,0.30842492,,-0.222281039,0.493341118,-0.21555531,-0.272149086,-0.362500966,-0.592400372,0.973940551,0.982945204,1.277994752,0.562472641,0.676163256,0.604079068,-0.20001331,0.558109999,0.360103428,0.217410401,2.848999977,2.474285841,0.195946768,0.049946427,-0.376150846,1.873274088,0.838322878,0.439611822,-0.209347576,-0.501598597,-1.417866349,1.019587636,0.29021433,-0.445556134,-0.083719172,,0.207676321,-0.203060925,0.418671697,-0.558828533,-1.017107248,0.08449515,-0.029122887,0.900039554,-0.594250917,-0.625240922,1.777926087,0.728430152,0.691880524,0.335504204,0.228956908,1.569958448,0.690727592,1.439987779,0.846058786,-1.050354958,-0.340614289,-2.025153637,-1.079087973,-1.229238153,-0.512320459,-0.791094542,-2.31819725,-1.485085964,-1.214421034,-0.477279365,0.885154963,0.139321253,0.047844362,0.481072009,0.274250001,1.153637052,0.196718439,-0.229180083,0.154228866,-1.110916257,0.705825031,0.611265063,-0.003589879,0.163642824,6_1,161,"{""type"":""Point"",""coordinates"":[-72.23645160449041,42.43383121783327]}"
0000000000000000009b,-2.423501015,0.406286836,0.085364059,0.405389398,0.934390724,0.072956324,0.288385212,0.290579945,-0.019377638,0.192589074,,1.460297704,,,,0.10643933,,0.402673036,-0.144601792,0.377048224,2.144757509,1.196316123,0.973037899,0.774542391,1.015851617,0.918229342,,0.33628574,0.406763822,0.154681414,0.58440876,1.214142919,1.272285819,1.175756574,0.730628312,-0.404054552,0.366206616,0.653578281,,0.590002298,-1.797978401,0.673541009,0.442112058,0.598050833,0.877945125,,0.736599565,0.103209056,-0.016756769,0.663328052,-1.470185876,0.077079922,0.093101509,0.650998056,0.213678777,-0.072124973,1.237329125,-0.20826745,0.314344168,-0.314688921,0.561135173,1.393001914,0.845737338,0.568223357,0.570248961,1.10433805,0.61541599,0.65702343,0.61586988,0.40652597,2.765848637,2.400872231,0.43019107,0.280050933,0.21719411,1.913074374,1.016296983,0.476460695,-0.249414876,-0.27169019,-0.922895968,0.785358012,0.176688179,-0.459073186,-0.427037418,,0.85257113,-0.062682495,0.334380209,0.25522241,-1.137366295,0.791156232,-0.200400546,0.218023062,-0.776220977,-1.336672544,0.993567586,0.285524547,0.456768602,-0.51024431,0.116475992,1.292217135,0.262328744,1.176144958,1.538067222,-1.055713773,0.026045421,-0.475673825,0.192863256,-0.963208854,-0.52225548,-0.679498315,-1.482513666,-0.898373425,-0.913455069,0.029345863,0.330395579,-0.077378601,0.588263929,0.349941909,0.265838265,0.104723483,-0.430094153,-0.404470474,0.122040913,-1.549296856,0.471976697,0.159399495,-0.385633737,,6_3,162,"{""type"":""Point"",""coordinates"":[-72.24239558619466,42.43634169172636]}"
0000000000000000009c,-2.57218194,0.658694386,0.362367749,0.561836123,1.076796174,0.059607707,0.326003015,0.237127319,0.025076466,-0.839686275,,1.359064221,,,,0.16860804,,0.587245584,0.057813421,0.102856956,1.414075255,1.399413824,0.396579146,0.550488651,0.609011054,0.1477779,,-0.005763089,0.116423137,0.192737564,-0.080408305,1.093202829,0.766961455,1.050474405,0.666657686,-0.913553298,0.437163025,0.333385915,,0.433984429,-1.7963624,0.764550507,0.139991879,0.377295732,0.889315844,,0.813251376,0.188552201,-0.163922518,0.351010114,-1.585203886,0.195573375,0.669457972,0.512731135,0.268929511,-0.120099738,1.173103094,-0.03970835,0.320096076,-0.250059366,0.662835717,1.244080544,0.743155658,0.518230319,0.834727764,0.861014247,0.359556228,0.741436899,0.299156696,0.269647717,2.837221861,2.370016336,0.602467,0.435545832,0.71812737,1.770938277,1.211159229,0.626036108,-0.003414517,0.159522206,-1.218462229,1.034062266,0.153868273,-0.509700716,-0.106670134,,,-0.06144901,0.403652966,0.297802359,-1.066212177,0.74966675,0.079915136,0.195153058,-0.459513903,-1.799456954,1.350027084,0.408384442,0.638140798,-1.737595558,-0.341158718,1.122015238,-0.185885668,0.704744875,1.043174744,-1.548299313,0.417884469,-0.104316257,0.491785854,-0.704974949,-0.783404708,0.043526858,-0.597313762,-0.124230504,-0.19655849,0.016838726,0.804286242,0.256584018,0.482752323,0.886898458,-0.148202166,0.690547347,0.05030654,-0.065827809,0.937478065,-1.787804842,0.785874009,0.402320921,-0.09263771,,6_4,163,"{""type"":""Point"",""coordinates"":[-72.24167767092506,42.43610981847157]}"
0000000000000000009d,-2.503267288,0.104968332,-0.470802963,0.342183262,0.732300162,0.417812079,-0.035004936,0.203812107,0.007259635,-2.062200308,,1.200455308,,,,0.660872698,,-0.126140386,-0.01578676,0.595784247,2.941734076,1.723321438,1.406597853,1.587856174,1.568155766,2.225948811,,1.254782438,1.264444709,0.733699799,1.273812652,1.831742167,1.862152696,2.243318796,1.555981517,0.025570303,0.47845304,0.385525465,,0.534936726,-2.199790955,0.509547412,0.236106485,0.672939003,1.249519825,,0.118921086,-0.145300582,-0.335713089,0.605426431,-1.922320962,0.564278901,0.091737799,0.295404851,-0.643266857,0.188035116,0.836507499,-0.560255766,0.036515683,-0.666396201,0.371834457,1.504597545,0.818394125,1.001330853,1.179687381,1.144706249,0.400671184,0.593424857,0.775369883,0.404210359,2.941088438,2.238481045,0.510634124,0.375653207,-0.327370644,1.632230401,0.441218644,-0.031111307,-0.483618706,-0.728536963,-1.282239914,1.124909282,0.128056899,-0.382057369,-0.253348619,-1.271145582,,0.221602812,0.093261294,-0.172629967,-1.107319355,-1.495617151,-0.046783879,0.382475138,-0.377581626,-0.955536723,1.415350437,0.502622306,1.184599042,-0.911002696,0.554444492,1.503739953,0.906087875,2.12528944,1.584331036,-0.914781094,-0.143856183,-0.958062828,-0.08160191,-1.052159548,-0.519536614,-1.07149148,-2.632009745,-1.758521914,-1.798249245,-0.057429094,0.176280826,-0.194038093,0.244502023,0.219332814,-0.028324455,-0.207430258,-0.488977373,-0.190484643,0.126764372,-1.57451272,0.417305678,0.339065045,-0.085710071,,6_5,164,"{""type"":""Point"",""coordinates"":[-72.24363521628752,42.43621237779581]}"
0000000000000000009e,-2.257066965,0.372635424,0.370148629,0.77904433,0.79584229,0.437544167,0.727765322,1.050436854,0.375715673,-0.19345127,,1.588436365,,,,0.33473888,,1.094736457,0.185402155,0.514246881,2.29420805,0.564885437,1.198944926,1.120184898,1.63361609,1.775317788,5.58430624,0.871265829,0.639856994,0.060774576,0.910459101,1.064918756,0.027465003,1.616660476,0.888857901,-1.258207798,0.20541358,0.074150249,-1.888614774,0.664315581,-1.97919333,-0.249649286,0.138315678,0.197439611,0.580903649,,-0.35859555,-1.518360496,-1.790779352,-1.090749502,-2.709768057,-0.750976205,-1.148954749,,-1.075751185,-0.202134058,-0.534518242,-0.837271035,-0.200926661,-1.219897985,1.041643739,1.059708118,1.123278499,0.561563492,0.826886535,1.459058881,1.354386806,0.975309789,0.928007305,0.651788235,2.767084122,2.507831335,0.758340299,0.675035357,0.555338681,2.209719181,1.147506475,0.767846227,0.53239572,0.250643849,-0.622929692,1.157376766,-0.544140697,0.228691995,0.152511105,,,-0.089005195,0.04790099,-0.180610329,-1.058004022,0.088295989,0.02376516,0.248417094,-0.648518801,-0.919816077,1.880882025,0.810538471,0.625615239,0.809848428,0.307335258,1.21156466,0.735155761,1.939067245,0.542025626,-1.343525529,-0.492947161,-1.284731746,0.213342696,-0.630414426,-0.54090488,-1.117542386,-2.167974234,-1.580665231,-1.807916045,-0.765176058,2.014458895,0.308750063,0.149385393,0.111422502,0.325002819,-0.268424034,0.01137049,0.172429353,0.150623426,-1.666616917,1.332427025,0.314025968,-0.001575618,-0.541639924,6_8,165,"{""type"":""Point"",""coordinates"":[-72.23177400748536,42.433942695359605]}"
0000000000000000009f,-2.69726491,0.134473994,-0.011544837,0.396693379,0.258264095,-0.148592964,0.316302925,0.28195703,0.129605472,0.363500386,,1.618596196,,,,0.186192766,,0.699169636,-0.072762057,,0.834112048,1.684589148,1.017848253,0.991406083,1.044568658,-0.658585787,,1.071332097,0.236110464,-0.228618175,-0.825476527,1.086875677,0.98725605,-0.903989792,0.157770634,-1.356508017,0.139789686,0.320898324,,0.437448084,-2.299438238,-0.102986291,-0.439135641,0.432207376,0.795850873,,,0.089541368,-0.300728023,1.126664758,-0.909825265,0.596318603,0.458696991,0.962100983,-0.105700478,-0.212054595,-0.176053822,0.039415456,0.702263594,-0.157197043,-1.561797857,-0.731312931,0.001541759,-0.057434231,-0.298409075,-0.459022224,0.302945375,0.421845615,0.122908682,-0.154221281,1.9321208,2.201122761,0.586487591,0.46241644,-0.155607969,1.857851386,1.323816538,0.992042959,0.196852118,-0.863313615,-0.616080821,0.71533066,0.353181988,-0.048656225,-0.50806272,0.895453572,0.933389843,0.692046404,0.423814058,0.195786476,-1.037480354,0.985834181,0.713401794,0.724761963,0.177574351,-0.101160869,1.400785923,0.740485489,0.972055316,1.136770129,0.157491535,1.179418206,0.285307497,0.803781927,0.927666724,-0.922012687,-0.956769168,-2.831840754,-1.399852395,-1.50301671,-0.932959914,-1.355940461,-1.950288892,-1.463897228,-1.758186698,-0.414566696,1.087229371,0.22462295,-0.321575969,-0.409625143,-0.440284789,0.646496296,-0.426952988,-0.225107387,-0.181505844,-1.365041018,1.140194774,,0.26110673,-0.290691018,6_11,166,"{""type"":""Point"",""coordinates"":[-72.24899505575375,42.43191826348135]}"
